ts,imei,mwra,c.dogalize,c.android.gm,c.android.youtube,c.android.chrome,c.katana,c.raider,c.android.vending,c.UCMobile.x86,c.updateassist,c.UCMobile.intl,p.android.packageinstaller,p.android.settings,p.android.documentsui,p.android.chrome,p.android.gm,p.system,p.android.externalstorage,p.android.vending,p.process.gapps,p.google,p.browser.provider,p.android.defcontainer,p.dogalize,p.olauncher,p.simulator,p.inputmethod.latin,p.android.gms,p.notifier,p.katana,p.gms.persistent
2018-05-06 01:09:00,3590433799317661800,1.0,11.82088,10.07227,12.80783,10.39684,6.38508,36.59253,18.5623,14.30958,41.9427,42.60659,12.656,7.53983,8.13549,10.67115,15.51636,5.36393,14.62354,0.00069,37.03465,57.11796,50.52443,34.60834,3.76354,62.08141,59.29101,95.49392,22.75296,24.14744,96.84736,6.48236
2018-05-13 07:26:00,3590433799317661024,1.0,8.41398,11.08559,14.00275,12.30592,9.94737,49.99978,64.25017,16.73955,38.35912,19.19453,10.69155,14.31127,13.3394,11.82212,15.97886,11.71818,8.99815,0.00183,55.70044,45.80715,33.34302,56.16122,45.90114,35.48824,17.96909,7.49912,26.74386,60.0486,82.60466,95.05501
2018-05-07 18:39:00,8630330696303481826,1.0,8.28586,9.08087,11.985,12.90676,8.0399,35.15798,79.48756,52.82196,61.89589,94.44911,8.12962,12.92358,11.5219,7.97698,13.13814,10.09631,7.83813,0.00028,49.13581,47.76243,62.48129,52.81741,91.54644,81.8934,0.91382,26.81348,7.36282,47.13691,76.07463,66.55469
2018-05-05 18:16:00,3590433799317661784,0.0,4.52746,10.72522,11.5329,12.63042,14.50392,50.43931,26.37919,18.98365,34.40224,35.38519,15.0999,8.39186,8.21414,8.7086,13.81575,9.60454,7.67761,0.00131,26.00654,52.22931,28.5457,62.11502,82.03017,29.62389,4.1444,55.97309,97.87353,68.38557,43.49229,80.53965
2018-05-14 21:17:00,3590433799317661396,1.0,9.83651,14.44139,9.06776,11.67439,14.86323,56.48154,35.30369,25.64848,34.92107,27.87244,10.64092,9.22306,10.05991,12.48984,14.15426,12.17527,14.39712,0.05195,58.87039,34.73204,55.97704,51.86447,19.19021,8.05152,92.15981,19.3342,82.48306,3.40485,70.24806,83.12057
2018-05-11 02:36:00,359043379931766650,1.0,7.81632,9.26517,11.64094,9.28124,9.79144,56.95151,14.9986,59.13943,50.34965,40.16598,9.21708,15.88452,10.23474,7.24955,10.43608,11.20107,7.76702,0.00034,57.90866,43.85755,38.73582,44.15549,75.09969,11.83593,23.6245,20.09465,6.21144,57.66847,66.18038,36.27213
2018-05-12 12:40:00,8630330696303481230,1.0,12.56342,15.81611,11.45191,8.20418,9.23693,53.3683,93.08342,44.04402,4.45284,62.62431,15.13144,13.65539,9.93814,6.13322,10.7739,10.39311,13.33212,0.20525,33.61097,39.66763,38.35218,46.04664,92.79609,16.11427,17.58989,10.84105,43.98244,34.88633,54.19842,54.9653
2018-05-12 22:01:00,863033069630348123,1.0,16.14939,11.11726,15.10945,11.17021,7.48273,74.93186,48.37261,49.25706,49.97207,78.95924,8.64452,14.50195,10.25431,11.1991,12.23392,9.16376,12.18372,0.00192,63.9353,50.89632,26.06603,37.21546,68.42882,68.25191,54.69648,25.08193,48.733,75.97694,42.89323,0.42935
2018-05-14 06:24:00,3590433799317661818,1.0,11.29271,11.08913,11.88158,7.39172,10.91343,52.94869,66.96633,16.28972,74.38087,58.44374,13.85475,14.26205,8.86248,8.86148,11.6087,9.70056,12.8114,0.00184,49.00487,50.14611,48.76612,60.98051,57.85975,14.72197,22.68352,75.84487,69.46097,57.50506,34.44077,17.05182
2018-05-07 19:50:00,863033069630348628,1.0,11.28586,9.25922,13.2668,13.63227,9.18221,48.81922,81.73439,44.83403,6.55666,76.13648,8.3235,11.20964,10.31616,8.15694,11.87187,8.25947,10.15766,0.00029,51.89813,51.8233,42.58314,70.49635,84.46245,50.30657,62.81633,95.35999,67.79146,90.07936,10.79108,0.62232
2018-05-14 12:21:00,3590433799317661727,1.0,9.39246,7.08976,14.78027,8.81885,9.39115,49.01552,76.37466,9.60939,36.24069,33.33036,10.9581,16.65189,9.1018,6.43073,13.35423,13.37219,7.15615,6e-05,42.08847,49.34567,59.44275,49.23907,80.72818,7.08263,61.32645,26.43237,84.05982,47.59339,32.9297,66.13981
2018-05-10 03:25:00,863033069630348461,1.0,10.93306,14.5821,12.75015,11.23537,9.9238,28.09447,4.83638,16.14882,93.01241,97.3698,11.0752,12.60184,7.89688,8.55732,13.63947,12.45318,10.33331,0.05979,53.94126,52.26729,51.98266,53.33555,90.25424,93.62091,75.33309,9.17308,40.152,18.39066,6.96029,33.52964
2018-05-08 10:45:00,3590433799317661206,1.0,13.64841,15.76699,15.02638,10.13048,7.95134,25.48715,71.49636,80.56577,77.43953,29.59459,10.21603,16.27241,9.12912,5.67039,12.83182,14.32353,7.28014,0.19542,51.60418,64.26892,50.64686,33.61584,56.13085,92.95356,88.59783,94.58387,17.46487,40.50252,29.722,23.55859
2018-05-12 13:51:00,863033069630348446,1.0,9.73576,7.88434,11.02189,14.62764,8.09138,17.22777,54.89871,59.93644,12.68109,90.62118,6.03981,9.97271,16.73306,9.30498,10.55643,5.49243,13.84914,0.00011,62.52523,46.148,44.46022,57.32022,9.41467,7.34719,8.40637,23.26874,9.63487,3.09446,84.53976,44.91244
2018-05-06 05:55:00,3590433799317661362,1.0,7.40581,11.44355,16.06389,9.8484,12.12301,34.97695,12.7739,18.54585,58.41018,81.76026,13.75524,15.44444,11.49486,11.50814,16.1727,11.48082,9.68471,0.00261,59.46486,53.22944,59.97912,51.68545,87.6857,55.25909,72.7062,43.62685,59.33492,47.30957,92.69828,49.30892
2018-05-10 12:44:00,359043379931766072,1.0,10.21889,15.67489,15.30722,10.43333,5.06018,76.25109,38.4913,71.87334,91.79672,73.87204,4.6386,10.24043,9.93481,6.85179,14.3987,11.0089,10.57029,0.17821,57.09432,24.36363,57.91775,47.80001,38.60138,7.01674,90.19082,7.23488,50.56912,55.27102,60.23128,61.9936
2018-05-06 09:43:00,8630330696303481008,0.0,8.48142,6.68285,13.69624,10.40186,13.24054,41.22429,73.32249,44.60094,56.2687,12.9625,12.38379,10.1106,11.22695,12.57984,8.13753,14.51422,9.43581,5e-05,34.42987,42.02111,80.61812,46.5212,58.09248,84.89026,15.39178,9.50833,94.44604,45.42312,18.60052,22.34003
2018-05-13 19:23:00,8630330696303481222,1.0,11.49982,7.79635,14.07177,17.4283,7.33786,56.2847,98.3516,94.14096,71.48916,20.88217,8.21924,7.54213,13.68546,8.03766,12.38348,4.50308,10.75502,0.0001,54.0585,69.46054,64.64454,61.10568,78.10967,59.47183,14.78215,68.73589,32.12608,24.71812,99.87989,15.73869
2018-05-05 14:16:00,863033069630348677,0.0,10.47232,12.9309,7.05899,9.0694,14.86196,34.13437,28.05234,69.70828,67.17936,32.36527,10.96547,11.24299,10.30178,9.68184,13.23598,13.76171,11.89318,0.0115,82.15918,46.37089,66.75898,52.047,95.21036,25.0077,21.67454,30.20298,57.29926,64.7538,10.4073,48.56877
2018-05-14 03:33:00,3590433799317661024,1.0,17.28341,15.21275,13.81532,10.16743,6.76837,56.69036,3.5036,86.91336,99.08453,95.58563,13.13934,16.31634,11.27446,7.67196,12.65463,9.71492,9.16495,0.11224,73.98611,47.3804,45.35497,61.29578,94.87496,94.4572,61.33737,4.27213,68.65794,30.69136,18.60002,63.2714
2018-05-13 23:20:00,359043379931766106,0.0,11.11907,15.22153,10.07505,10.12479,11.34996,52.04324,69.37164,51.92603,22.34031,73.11325,16.20681,10.50866,7.52013,9.01179,15.73895,12.06857,9.27531,0.11326,35.03888,40.62412,39.76701,42.39616,61.97411,53.6306,93.70809,15.43956,34.55467,16.85573,56.14893,95.68503
2018-05-05 14:48:00,359043379931766098,1.0,13.77895,9.86762,15.24567,11.53982,6.74055,42.89135,39.70753,56.23372,12.04631,74.60703,8.08585,11.66001,9.90445,12.39822,12.69469,8.07574,15.06585,0.00056,45.45027,55.64249,38.84118,36.14589,84.1365,23.4531,92.61147,24.08064,76.70621,61.59555,4.53911,69.14742
2018-05-09 17:43:00,3590433799317661982,1.0,15.24677,14.3435,10.77358,8.37147,12.96489,63.82466,25.506,78.39226,51.28166,39.95543,15.74529,14.74575,7.4644,8.9399,13.92095,9.88165,9.75206,0.04711,58.37368,51.24101,58.78629,52.77352,65.47494,53.95604,2.11906,78.61685,33.94584,55.24136,15.57213,91.31372
2018-05-09 09:46:00,359043379931766924,1.0,12.80157,13.99446,12.787,6.95785,11.19445,35.51864,41.13749,54.22197,45.44585,62.88966,14.94458,13.87358,10.02051,8.19611,11.96625,10.25356,12.86682,0.0332,43.49115,47.62162,41.07662,66.28863,13.76097,0.83829,11.2407,63.69145,58.20345,63.93379,72.97185,25.78881
2018-05-11 08:17:00,8630330696303481271,0.0,10.05658,12.4454,10.0808,10.28126,13.94229,68.98292,53.36591,82.13817,71.11359,12.92034,14.38722,8.84592,9.55852,9.54686,14.11322,11.08468,12.04822,0.00711,51.76944,37.5247,52.84697,29.8483,33.4984,92.73565,82.84466,91.51459,95.03688,38.09478,89.25987,71.31171
2018-05-12 09:25:00,8630330696303482402,1.0,10.6496,10.63746,13.84318,9.80469,7.87274,68.67988,48.5601,47.77375,64.40186,10.50713,10.1428,10.66306,6.71892,10.07344,12.7864,11.88657,12.65672,0.00121,69.79326,50.24566,38.70713,26.0079,41.08346,22.03645,66.74471,99.00747,67.74853,92.96685,68.27699,82.78901
2018-05-10 19:00:00,3590433799317661941,0.0,8.7754,9.43617,14.71727,7.62971,9.64502,51.80038,49.48893,75.9444,39.59245,52.23047,11.98935,6.85145,8.17999,12.03303,13.95215,16.21406,15.27301,0.00038,61.68227,67.77969,38.89708,54.82478,2.05108,59.76093,32.63065,8.28959,63.98083,36.11777,65.87917,67.43071
2018-05-15 08:34:00,8630330696303482253,1.0,9.30605,14.7559,15.00544,11.54499,10.29989,54.506,61.8768,9.55932,50.42972,26.87177,7.02529,16.26482,10.75865,4.1502,13.05204,13.38723,7.9205,0.07112,49.66043,38.06185,56.57359,43.40376,33.85002,15.43793,95.49879,10.57099,27.32177,59.94212,95.93564,73.13167
2018-05-09 06:29:00,863033069630348099,0.0,9.09468,13.17553,12.06421,11.45001,13.01247,68.57502,23.42413,30.80944,36.74962,81.78876,14.62096,8.30751,9.90289,10.41876,10.37416,12.94891,12.4257,0.01466,60.89633,43.21106,42.00129,55.75715,30.75942,44.74226,11.64196,13.9463,13.13735,6.72856,49.66496,39.1343
2018-05-11 11:31:00,359043379931766601,1.0,15.71505,9.35314,13.68452,9.67391,4.41845,29.51589,80.08018,43.4318,84.63099,98.72715,11.81292,16.11731,7.40335,9.39306,9.73148,7.3848,12.7989,0.00036,51.70261,66.45767,53.59962,41.02709,7.9308,23.35759,34.54993,47.82646,11.95142,64.9329,54.51885,84.72634
2018-05-06 06:32:00,3590433799317661628,1.0,8.40102,6.06015,12.44888,15.01482,6.70942,35.93328,56.81988,34.45449,8.30519,3.64342,9.31078,10.84251,12.98746,10.11024,11.64053,7.38702,9.50711,4e-05,67.66451,55.69588,54.72724,77.1471,43.29656,33.54844,99.73703,0.10263,46.4715,58.26659,89.26426,15.56583
2018-05-10 04:45:00,8630330696303481883,1.0,12.72411,5.8253,14.38648,9.75725,6.59793,59.4911,2.97784,78.76444,15.81998,34.75516,10.26643,11.33288,6.43339,12.29609,10.3687,7.84172,16.45316,3e-05,53.18713,69.36625,51.22642,42.2256,77.96375,7.63159,77.697,28.48213,62.02807,44.20922,70.3196,65.9063
2018-05-12 17:56:00,8630330696303481412,1.0,9.42279,8.52084,13.79867,14.53418,8.82456,70.3346,76.64447,93.17615,59.88153,1.67741,7.58713,12.28939,13.80766,5.44092,11.35676,8.1894,8.07207,0.00017,61.05728,50.11396,84.4765,62.42723,2.73032,31.92106,72.1418,59.91131,87.42322,69.84451,40.08352,91.61125
2018-05-07 06:35:00,8630330696303482162,0.0,10.5695,11.52722,10.43847,11.87858,10.92563,68.22834,5.2164,48.544,76.70757,44.04547,14.90976,8.31184,7.33583,10.42661,10.08629,12.41682,11.354,0.00282,38.56071,45.78154,32.25322,35.17917,35.93594,42.32791,82.57766,60.72008,93.69498,62.98237,72.95643,70.38301
2018-05-06 04:32:00,359043379931766551,1.0,11.72389,15.22428,9.36421,7.00274,12.55043,54.20439,32.15405,79.24124,88.30027,35.07639,17.24812,9.00036,9.78625,7.57687,16.9887,3.84492,14.00491,0.11358,42.40818,69.27436,64.62929,37.78986,20.65002,47.0961,12.96381,52.4712,51.46271,59.30721,13.87385,17.04408
2018-05-08 19:25:00,8630330696303481495,1.0,7.02415,8.5685,12.47508,11.73093,10.71559,59.72554,5.3149,47.9865,95.5567,88.69875,10.62383,13.77142,12.82542,5.9987,10.46204,7.93234,8.35706,0.00017,47.27657,38.46759,78.7795,36.40221,92.08051,93.52474,67.65879,43.36907,10.70908,50.08108,57.81865,67.72048
2018-05-10 05:22:00,359043379931766239,1.0,10.91215,15.04477,13.4275,9.40319,8.24501,12.78094,21.10976,95.90521,29.05613,88.57819,12.33707,9.55356,7.8159,7.54567,14.71728,9.91667,12.54018,0.09493,60.45991,51.3519,43.37792,52.06973,41.93295,21.89117,8.6088,47.49865,4.02783,6.00521,62.40671,25.73454
2018-05-05 14:27:00,8630330696303481941,1.0,7.89244,8.14862,11.45572,10.49644,10.19001,33.52097,80.0171,10.5956,49.86817,87.68703,10.44536,13.88265,15.00543,9.7697,13.79315,9.38256,10.68228,9e-05,62.61755,60.40422,39.61047,39.91127,33.39728,70.56969,94.7739,9.56555,77.9446,27.75591,58.39707,27.3197
2018-05-12 20:12:00,863033069630348305,1.0,15.75956,14.13662,13.861,9.78193,6.70905,55.35674,28.52701,63.91995,78.83237,76.44606,14.01068,14.94277,13.59161,7.27666,12.99958,6.88541,12.45846,0.03828,38.88277,67.9686,46.58336,33.34246,9.78845,65.25285,8.05338,6.8171,27.30069,88.08687,38.63794,11.54998
2018-05-09 21:35:00,863033069630348826,1.0,15.71106,8.77125,12.86366,7.45971,10.11278,44.49059,29.99848,23.82386,40.54431,44.30936,14.86134,10.39825,6.75051,10.09282,14.11526,4.78214,16.02259,0.00019,65.74102,45.88356,49.94428,25.17031,57.85516,79.51298,11.72723,69.28253,78.20248,42.98827,2.07107,49.57581
2018-05-09 02:02:00,3590433799317662196,1.0,14.63791,12.45872,9.76884,7.57475,10.76467,54.49289,43.168,18.63301,34.02263,57.28813,14.01252,14.67957,7.1649,10.88189,11.72637,6.30205,13.18467,0.00718,54.01535,49.3311,45.14303,13.57842,28.95428,43.83731,33.95742,80.63715,96.05183,84.82396,18.00694,96.93205
2018-05-11 09:03:00,359043379931766809,1.0,10.65822,10.37492,11.5093,10.88442,10.57096,42.06853,70.96679,84.18169,82.48208,48.96454,10.29747,13.15018,10.50219,11.70396,13.22574,10.03424,9.3464,0.0009,44.72728,53.69186,62.8159,60.53367,17.56577,0.43917,69.30941,38.66087,82.01931,57.03212,8.85738,43.86833
2018-05-10 17:03:00,8630330696303481529,0.0,7.99074,11.37486,8.93463,14.82816,10.38232,61.98784,74.74109,80.37815,57.64239,97.77123,13.31135,8.8818,10.2934,9.41508,11.15585,13.93121,13.76693,0.00246,33.01709,51.41078,55.08354,53.48633,62.75727,79.9782,31.96166,12.69461,85.18282,95.78024,57.89188,82.32436
2018-05-07 12:48:00,863033069630348628,1.0,11.49417,13.17696,12.65654,10.78885,8.06963,41.10333,48.57934,32.11883,25.953,74.82467,12.50927,6.97132,7.37971,9.89705,17.66756,5.97643,13.59418,0.01465,46.42567,40.14782,46.81635,31.8974,34.25194,92.86212,79.15277,53.81155,99.49707,30.05285,39.78205,8.8181
2018-05-09 16:06:00,359043379931766023,0.0,6.99381,12.09496,13.09238,15.06929,13.29095,42.39022,11.27778,86.63763,25.85129,17.51217,14.82633,7.05513,9.28708,8.64386,9.8784,13.13851,14.2552,0.005,53.36312,30.02218,54.43923,46.52176,50.91117,68.8655,19.69809,95.76352,67.47676,72.20048,14.23301,83.14282
2018-05-11 00:25:00,3590433799317661347,1.0,7.58025,7.4765,14.34366,13.81362,5.96565,51.65536,91.56982,5.5705,47.13351,37.43218,8.32929,14.02495,7.60015,5.50925,12.05203,12.33176,6.77045,8e-05,62.13088,57.33521,66.64739,32.91455,64.38152,27.64847,84.03917,17.76135,1.90192,61.57293,1.06122,74.65637
2018-05-06 08:59:00,8630330696303481032,0.0,8.07636,13.67746,6.5042,14.83067,9.69592,56.86469,59.01505,93.9189,62.94537,38.21706,10.53367,10.08055,10.31435,10.41706,13.87253,14.07643,12.49821,0.02421,48.05581,51.3481,67.02426,39.21308,45.48557,45.60939,69.47574,71.6841,3.79638,11.73332,72.27465,91.45692
2018-05-13 06:33:00,359043379931766346,1.0,10.68082,14.90416,10.2864,8.89222,11.85918,51.21671,60.73498,26.92389,73.43347,20.85828,18.71102,10.71615,11.77604,9.87041,14.08614,7.97198,14.7202,0.08248,50.2312,51.38872,36.51815,38.50136,66.14123,84.27697,83.80049,32.15788,73.30904,5.35824,1.69039,13.59288
2018-05-15 01:50:00,8630330696303481115,1.0,15.05357,7.76052,13.91916,12.29205,6.80119,42.08282,91.6065,85.95165,8.78087,19.92463,10.50852,17.91799,9.26612,7.52384,10.16011,7.7429,11.82112,9e-05,35.81769,40.46792,49.15992,50.14485,74.30014,54.98974,60.90639,62.86097,66.64502,26.84767,73.1554,55.14538
2018-05-09 15:28:00,863033069630348248,0.0,9.32122,15.13355,8.00218,13.13869,14.17148,44.38378,73.16276,78.40321,48.10008,31.96046,12.88136,10.97013,9.01789,7.5468,13.75246,9.64354,11.29153,0.10374,54.49321,43.76322,54.35011,83.265,24.93724,96.40207,65.37879,9.96993,95.15352,3.78478,72.53462,13.26729
2018-05-08 17:19:00,3590433799317661164,0.0,12.97396,9.53427,13.66693,9.56534,8.73663,52.41696,86.06859,6.39563,11.35982,84.75945,10.72932,14.7651,9.567,9.32917,10.93734,6.47792,15.22526,0.00042,55.09829,39.25306,18.51535,38.91418,61.14699,91.36232,24.46193,79.41882,50.3187,26.57443,51.77037,89.57618
2018-05-12 12:59:00,863033069630348479,0.0,7.43527,12.91517,10.35961,11.4407,9.91676,70.56645,63.04139,5.96614,47.80618,55.05156,6.39135,16.25078,12.94857,8.02875,7.94808,10.89592,5.68095,0.01131,56.37006,24.53255,37.31554,49.61881,34.0517,44.86663,27.74507,89.6109,43.58595,35.23029,3.2537,73.20785
2018-05-09 05:04:00,359043379931766825,1.0,9.63544,8.62187,11.71317,8.48627,10.99655,50.56671,3.6528,32.00078,76.07921,58.00601,10.29592,16.38168,12.55657,7.3195,11.18795,11.36816,8.05307,0.00017,59.99342,45.98753,31.631,45.30863,37.57781,27.37413,82.16485,4.96248,88.21089,65.14456,59.15606,91.85639
2018-05-11 21:13:00,863033069630348644,0.0,6.63273,12.33575,8.80204,14.08602,10.44974,31.09626,19.21755,24.9324,94.77287,86.69762,10.43117,8.47685,13.00198,13.70596,10.64335,16.05198,16.82836,0.00634,52.25118,23.39938,40.8488,67.81813,59.50107,13.37808,87.05376,76.91084,59.27033,96.16297,61.05104,14.32668
2018-05-08 01:10:00,3590433799317661651,0.0,10.74477,9.30508,11.53596,8.39828,13.82674,81.82661,95.91234,8.23028,15.90118,89.28005,15.27953,10.53928,8.96968,15.22412,14.00622,12.0782,12.59523,0.00036,51.48134,61.78926,35.42582,37.69279,61.76807,83.6821,53.10039,76.65415,34.74416,37.11325,70.95537,6.56375
2018-05-05 20:20:00,359043379931766387,1.0,9.48373,12.63634,9.17744,12.59915,9.9522,51.49081,40.51111,60.38326,46.55179,22.67911,9.0204,12.42371,13.87078,13.41084,12.96114,8.97374,7.5099,0.00857,66.82348,58.30823,68.06374,48.54557,16.45269,36.18049,11.78428,67.87318,39.89633,23.94116,18.68136,73.65419
2018-05-05 20:52:00,3590433799317662089,1.0,13.97876,12.30165,12.36359,9.1232,8.45723,60.92716,21.12787,14.93785,69.73779,47.21859,16.3948,11.79942,11.3381,9.38441,13.60096,8.38058,13.07553,0.00612,22.75298,35.76484,59.63549,49.32643,0.61518,19.90752,78.82469,39.59731,85.61597,61.8702,9.29314,46.88917
2018-05-09 20:30:00,8630330696303481560,1.0,14.08501,9.74886,12.70517,8.05688,6.99077,47.49561,75.96101,21.88586,61.58693,69.20352,14.06851,14.21283,7.23725,10.69378,9.28637,8.96198,14.75555,0.00047,74.09027,53.14967,67.55708,32.3248,78.66771,79.83961,74.90936,24.45119,62.56565,45.86178,68.63069,25.93332
2018-05-14 12:51:00,8630330696303481644,0.0,7.61704,4.88798,14.66681,10.15375,13.64968,52.28002,41.38024,10.58512,68.19405,36.45602,12.38212,9.7044,11.97756,14.33175,14.24562,11.36621,8.66901,2e-05,69.20873,65.64243,43.83789,42.94592,64.61266,30.40045,66.89532,13.75964,78.13013,70.86773,10.71388,49.21419
2018-05-07 19:53:00,8630330696303481222,1.0,9.92999,8.42282,11.24592,9.49866,9.42652,37.92603,17.68144,26.82759,25.32607,39.51542,9.83464,14.36836,14.04559,8.83228,10.75185,9.5392,11.77376,0.00015,49.10354,38.52751,29.47553,47.52005,29.04105,51.07526,51.31703,2.9667,32.50051,21.23331,95.05221,72.1146
2018-05-13 22:39:00,863033069630348990,1.0,5.34073,7.57849,14.90722,12.81107,8.0321,46.6867,0.48192,97.28014,50.10644,17.83433,11.33363,14.66147,13.16212,9.03734,13.57912,10.70216,8.3363,0.0001,56.46786,43.46207,25.06629,39.77817,9.01021,11.03797,40.54476,85.89268,76.76433,28.50605,32.91436,6.10937
2018-05-14 13:01:00,3590433799317661123,1.0,12.13965,10.68322,12.00589,6.17835,11.48874,63.96545,27.80041,57.65268,48.08102,40.62692,14.19416,12.93439,7.58965,8.4431,12.1854,7.74871,13.80011,0.00122,26.81492,47.92083,48.07201,50.98271,42.07382,56.53985,12.7719,98.28929,85.44845,23.19327,20.21588,36.9192
2018-05-15 01:00:00,359043379931766395,1.0,8.70291,11.75223,12.45985,8.43702,12.30257,31.15799,35.38651,80.09518,32.01097,95.60964,10.65098,16.37892,12.15593,8.45313,11.97255,10.99556,7.23014,0.00355,62.85407,24.29531,51.39352,82.69547,21.92583,44.1171,6.24931,89.91141,18.35678,18.49442,60.00467,75.5888
2018-05-14 23:14:00,8630330696303481917,1.0,14.15789,14.67015,12.71421,6.74535,10.48326,50.95136,62.57603,10.12355,39.89603,24.02165,11.93809,14.31426,9.80082,7.80395,11.39641,6.67982,14.77375,0.06527,35.27436,36.5374,39.25674,47.74527,7.91095,3.42012,9.38927,27.80325,9.22313,78.27416,31.81033,13.44847
2018-05-14 08:05:00,3590433799317662105,1.0,11.94249,9.99943,15.40922,11.97234,9.59797,40.44697,0.49435,85.51094,3.76444,5.73331,8.34405,13.0307,11.65717,11.31344,15.20353,10.87149,10.39498,0.00066,55.60067,43.91755,35.97659,81.20784,3.65053,91.43946,92.12147,55.78205,24.19033,12.26169,90.70188,6.43247
2018-05-07 03:56:00,3590433799317662196,1.0,15.2217,13.1603,12.25207,7.09018,8.17429,57.01035,98.46513,55.16567,78.62993,89.67961,18.01417,14.17555,13.20211,8.29156,9.91944,6.90061,16.42558,0.01444,54.85442,82.1765,30.07221,42.69058,21.51057,10.5698,7.874,64.65773,18.14033,91.86444,54.14885,14.71254
2018-05-14 18:10:00,863033069630348503,0.0,9.59635,9.73735,9.66832,12.65568,13.90179,29.89792,35.23271,53.9327,48.84679,8.1874,12.11917,8.62896,9.24446,9.40155,13.83605,13.37652,14.68139,0.0005,22.74507,49.66865,31.98854,47.17105,21.77095,28.55533,15.4008,60.55304,79.93146,10.9191,65.72355,91.14811
2018-05-13 08:31:00,8630330696303482295,1.0,7.93868,9.04758,12.41759,13.42101,7.63005,48.09856,29.87526,34.60932,49.15507,73.11956,5.45601,14.41749,11.98275,7.60473,12.85968,12.07354,7.23471,0.0003,56.95093,29.47637,63.79662,47.99821,92.60605,63.75097,24.12099,21.10879,49.31001,80.97304,19.89319,50.94788
2018-05-10 07:13:00,8630330696303482063,0.0,6.187,13.74005,11.92766,14.5467,11.20683,77.0728,34.61289,80.58558,47.99612,24.70068,12.67875,7.17905,9.85907,10.91803,12.04647,12.85024,13.69353,0.02576,26.50019,37.53761,37.79599,51.03197,10.75785,72.62952,16.64849,63.50088,32.996,63.53414,65.71855,90.1688
2018-05-14 14:40:00,8630330696303481099,1.0,5.34844,7.83575,14.55799,13.26839,9.90162,46.99574,40.81709,1.2729,85.59373,55.88011,13.29409,13.56571,11.8813,7.27753,11.36011,7.78015,5.23862,0.0001,72.9428,40.13082,37.78563,41.47506,13.81754,25.82963,1.14164,96.52563,32.10587,21.40474,48.82943,94.95617
2018-05-11 02:31:00,3590433799317661305,1.0,12.80472,10.42815,11.84661,6.44974,10.36421,47.45246,22.48247,34.55693,28.52161,33.14689,15.99351,13.12307,9.18402,7.10916,11.32964,8.20755,13.87855,0.00098,49.20498,46.87131,74.91739,61.07115,3.03541,97.94363,21.29627,20.64152,34.48818,71.54194,3.83694,33.59087
2018-05-12 21:04:00,8630330696303481701,1.0,10.0806,7.82372,13.51523,9.43273,12.03024,54.28135,4.36479,47.80985,83.3983,45.10268,10.77252,8.83336,13.35419,13.24898,12.87233,11.21549,9.772,8e-05,28.34748,44.32768,44.79638,60.42718,41.76537,80.14767,72.46748,85.15146,48.65908,44.09636,44.65143,31.57377
2018-05-09 06:42:00,3590433799317661461,0.0,9.40348,13.68978,8.06259,12.57407,12.6608,49.32742,31.39066,68.93198,2.11352,78.74461,10.1554,11.00426,10.58009,9.21056,13.04209,14.74038,12.57441,0.02449,70.64672,52.05148,36.39641,47.91225,86.16973,35.99851,99.6376,73.22437,46.36979,24.53313,3.76085,99.85485
2018-05-07 22:03:00,863033069630348545,1.0,11.03017,11.60697,12.04488,8.67659,9.25508,29.1836,95.10878,57.06251,5.80573,70.77161,15.23711,14.62259,6.89169,7.87187,12.63053,11.66947,9.26912,0.00309,30.70977,26.1523,46.88895,38.1383,23.42095,3.45502,72.12063,62.76594,72.80131,3.37111,30.76557,13.22997
2018-05-10 10:05:00,3590433799317661719,0.0,9.97968,10.70361,12.40695,9.89478,12.95542,41.06479,50.75081,96.91295,79.12285,18.52655,12.84898,9.45484,10.67949,13.32044,15.29907,11.65681,13.63096,0.00127,57.04719,53.22407,47.00108,54.99349,85.7863,67.33124,27.56705,22.45229,41.55194,96.7819,84.10169,38.45303
2018-05-15 06:24:00,863033069630348388,1.0,10.09331,9.20569,13.70123,8.62307,11.01338,42.25103,11.74766,42.16371,57.27576,80.77986,9.36993,15.20321,14.71162,9.22095,11.94526,9.3854,9.35152,0.00031,60.35043,66.25034,53.20237,50.09714,72.862,57.82613,76.70432,83.89689,72.2536,50.07738,21.24241,17.8995
2018-05-09 04:21:00,3590433799317662410,1.0,15.80984,7.09677,12.13544,6.44789,12.76852,67.60816,92.9307,50.51499,1.63205,39.1957,13.60736,11.85906,7.07774,10.03087,15.12211,5.09563,13.00061,6e-05,46.96063,37.94631,60.41527,41.50908,75.30078,1.86338,85.06978,71.11294,21.50757,12.88003,63.79188,17.14286
2018-05-11 14:48:00,8630330696303481131,0.0,7.33007,9.82187,14.68362,8.99924,13.37297,49.8676,4.57822,76.66087,92.48883,62.72813,10.48355,10.40981,10.79429,9.29629,11.7682,12.20396,11.55833,0.00054,41.49271,42.79391,64.72839,34.17021,49.6274,28.96464,64.43252,44.61127,33.66659,27.70305,38.98092,24.04358
