latitude	longitude	store_name	code	location	imei
40.85158	122.74754	Haicheng	CN	Asia/Shanghai	3590433799317662246
3.7278	98.6738	Labuhan Deli	ID	Asia/Jakarta	359043379931766064
16.68911	98.50893	Myawadi	MM	Asia/Yangon	8630330696303482337
48.21644	9.02596	Albstadt	DE	Europe/Berlin	8630330696303482071
23.49668	86.68363	Adra	IN	Asia/Kolkata	3590433799317661636
36.24624	139.07204	Fujioka	JP	Asia/Tokyo	8630330696303482055
4.88441	101.96857	Gua Musang	MY	Asia/Kuala_Lumpur	359043379931766858
44.97639	19.61222	Sremska Mitrovica	RS	Europe/Belgrade	863033069630348487
8.88988	-79.62603	Veracruz	PA	America/Panama	8630330696303482477
19.04222	-98.11889	Casa Blanca	MX	America/Mexico_City	863033069630348560
48.812737	14.317466	Český Krumlov	CZ	Europe/Prague	359043379931766965
35.61452	-88.81395	Jackson	US	America/Chicago	3590433799317661248
48.98994	2.1699	Herblay	FR	Europe/Paris	359043379931766221
44.85278	65.50917	Kyzylorda	KZ	Asia/Qyzylorda	863033069630348347
23.49668	86.68363	Adra	IN	Asia/Kolkata	3590433799317661677
40.57788	-73.95958	Brighton Beach	US	America/New_York	3590433799317662352
46.08333	122.08333	Ulanhot	CN	Asia/Shanghai	3590433799317661099
48.86667	2.08333	Marly-le-Roi	FR	Europe/Paris	863033069630348909
50.64336	7.2278	Bad Honnef	DE	Europe/Berlin	863033069630348917
41.0051	-73.78458	Scarsdale	US	America/New_York	863033069630348719
36.91023	-121.75689	Watsonville	US	America/Los_Angeles	359043379931766296
53.53333	-7.35	An Muileann gCearr	IE	Europe/Dublin	863033069630348701
-4.42472	-41.45861	Pedro II	BR	America/Fortaleza	863033069630348883
14.14989	121.3152	Calauan	PH	Asia/Manila	3590433799317661784
8.88988	-79.62603	Veracruz	PA	America/Panama	3590433799317661073
30.46907	70.96699	Kot Addu	PK	Asia/Karachi	359043379931766031
12.25282	79.41727	Gingee	IN	Asia/Kolkata	863033069630348057
28.88162	120.03308	Guli	CN	Asia/Shanghai	863033069630348453
37.51803	15.00913	Misterbianco	IT	Europe/Rome	359043379931766262
50.20528	19.27498	Jaworzno	PL	Europe/Warsaw	3590433799317661248
51.20219	7.36027	Radevormwald	DE	Europe/Berlin	3590433799317662196
43.1122	12.38878	Perugia	IT	Europe/Rome	8630330696303482030
49.03685	8.70745	Bretten	DE	Europe/Berlin	863033069630348743
48.46458	9.22796	Pfullingen	DE	Europe/Berlin	3590433799317662196
36.20389	127.08472	Nonsan	KR	Asia/Seoul	8630330696303481040
8.43333	99.96667	Nakhon Si Thammarat	TH	Asia/Bangkok	8630330696303481610
7.06273	-1.4001	Mampong	GH	Africa/Accra	863033069630348487
11.00599	77.5609	Kangayam	IN	Asia/Kolkata	8630330696303482436
14.66	120.56528	Pilar	PH	Asia/Manila	3590433799317661784
21.01858	-101.2591	Guanajuato	MX	America/Mexico_City	3590433799317662188
31.78336	35.23388	East Jerusalem	PS	Asia/Hebron	359043379931766635
44.80477	-0.59543	Talence	FR	Europe/Paris	8630330696303481925
23.0072	-82.4017	Boyeros	CU	America/Havana	3590433799317661057
43.32686	-2.98884	Leioa	ES	Europe/Madrid	8630330696303481479
43.41949	77.0202	Otegen Batyra	KZ	Asia/Almaty	8630330696303481347
42.58342	-71.8023	Fitchburg	US	America/New_York	8630330696303481453
36.76775	2.95924	Cheraga	DZ	Africa/Algiers	8630330696303481420
50.09019	8.4493	Hofheim am Taunus	DE	Europe/Berlin	863033069630348081
48.78232	9.17702	Stuttgart	DE	Europe/Berlin	863033069630348636
41.16704	-73.20483	Bridgeport	US	America/New_York	3590433799317662139
-36.9256	-73.02841	Chiguayante	CL	America/Santiago	3590433799317662295
38.47917	-1.325	Jumilla	ES	Europe/Madrid	863033069630348859
-37.9	145.18333	Wheelers Hill	AU	Australia/Melbourne	8630330696303481115
10.15031	-73.9614	El Copey	CO	America/Bogota	359043379931766304
13.70167	-89.10944	Ilopango	SV	America/El_Salvador	8630330696303481537
8.56697	123.33471	Dipolog	PH	Asia/Manila	3590433799317661594
58.1908	40.17171	Danilov	RU	Europe/Moscow	3590433799317661107
43.62558	13.39954	Falconara Marittima	IT	Europe/Rome	863033069630348586
55.1904	30.2049	Vitebsk	BY	Europe/Minsk	3590433799317661602
50.20528	19.27498	Jaworzno	PL	Europe/Warsaw	8630330696303481446
40.98894	28.67582	Yakuplu	TR	Europe/Istanbul	863033069630348727
32.5007	-94.74049	Longview	US	America/Chicago	863033069630348826
-17.83333	48.41667	Ambatondrazaka	MG	Indian/Antananarivo	3590433799317661479
-54.8	-68.3	Ushuaia	AR	America/Argentina/Ushuaia	359043379931766205
38.13708	41.00817	Silvan	TR	Europe/Istanbul	8630330696303482451
-34.88422	150.60036	Nowra	AU	Australia/Sydney	359043379931766346
42	21.32778	Saraj	MK	Europe/Skopje	3590433799317662212
-27.50578	153.10236	Carindale	AU	Australia/Brisbane	3590433799317661610
39.12074	27.18052	Bergama	TR	Europe/Istanbul	8630330696303481123
13.65805	102.56365	Paoy Paet	KH	Asia/Phnom_Penh	3590433799317661636
65.93381	111.4834	Aykhal	RU	Asia/Yakutsk	863033069630348131
24.05979	77.40858	Leteri	IN	Asia/Kolkata	3590433799317661214
54.39304	53.26023	Bavly	RU	Europe/Moscow	8630330696303481578
-8.28333	-35.03333	Cabo	BR	America/Recife	3590433799317661214
42.4251	-71.06616	Malden	US	America/New_York	863033069630348263
54.48147	53.47103	Oktyabr‚Äôskiy	RU	Asia/Yekaterinburg	8630330696303482451
51.12794	4.21372	Temse	BE	Europe/Brussels	3590433799317662261
10.7375	122.9666	Talisay	PH	Asia/Manila	8630330696303481743
-28.81833	-52.51028	Soledade	BR	America/Sao_Paulo	863033069630348297
31.76212	-95.63079	Palestine	US	America/Chicago	863033069630348461
9.58126	8.2926	Kafanchan	NG	Africa/Lagos	359043379931766148
33.08014	-83.2321	Milledgeville	US	America/New_York	8630330696303481297
13.48082	-86.58208	Somoto	NI	America/Managua	863033069630348271
40.85158	122.74754	Haicheng	CN	Asia/Shanghai	8630330696303482360
12.25282	79.41727	Gingee	IN	Asia/Kolkata	8630330696303482311
31.78336	35.23388	East Jerusalem	PS	Asia/Hebron	359043379931766478
38.10558	-1.86343	Caravaca	ES	Europe/Madrid	8630330696303481560
5.4709	100.24529	Batu Feringgi	MY	Asia/Kuala_Lumpur	3590433799317661453
51.78967	1.15597	Clacton-on-Sea	GB	Europe/London	863033069630348388
-29.2975	-51.50361	Carlos Barbosa	BR	America/Sao_Paulo	863033069630348271
-33.79176	151.08057	Eastwood	AU	Australia/Sydney	863033069630348792
33.45122	-86.99666	Hueytown	US	America/Chicago	8630330696303482444
33.86419	48.26258	Aleshtar	IR	Asia/Tehran	3590433799317661412
27.85	112.9	Xiangtan	CN	Asia/Shanghai	8630330696303481909
13.65805	102.56365	Paoy Paet	KH	Asia/Phnom_Penh	3590433799317662337
9.57046	76.32756	Kalavoor	IN	Asia/Kolkata	3590433799317662121
13.65805	102.56365	Paoy Paet	KH	Asia/Phnom_Penh	8630330696303481859
45.49428	-122.86705	Aloha	US	America/Los_Angeles	359043379931766668
41.15612	1.10687	Reus	ES	Europe/Madrid	863033069630348958
9.57046	76.32756	Kalavoor	IN	Asia/Kolkata	3590433799317661420
50.5107	18.30056	Strzelce Opolskie	PL	Europe/Warsaw	8630330696303482105
37.65639	126.835	Goyang-si	KR	Asia/Seoul	359043379931766643
32.42067	-104.22884	Carlsbad	US	America/Denver	863033069630348248
43.50891	16.43915	Split	HR	Europe/Zagreb	3590433799317662204
37.30553	120.82747	Zhuangyuan	CN	Asia/Shanghai	359043379931766593
23.15678	-81.24441	Varadero	CU	America/Havana	359043379931766965
52.2	8.63333	Kirchlengern	DE	Europe/Berlin	3590433799317661032
25.95533	68.88871	Jhol	PK	Asia/Karachi	8630330696303482394
1.6	103.81667	Ulu Tiram	MY	Asia/Kuala_Lumpur	8630330696303482246
60.2052	24.6522	Espoo	FI	Europe/Helsinki	3590433799317662014
40.82232	-74.15987	Nutley	US	America/New_York	3590433799317662253
-31.25033	-61.4867	Rafaela	AR	America/Argentina/Cordoba	359043379931766015
46.32313	-0.45877	Niort	FR	Europe/Paris	8630330696303481727
14.8361	120.97844	Guyong	PH	Asia/Manila	3590433799317661297
31.28092	74.85849	Patti	IN	Asia/Kolkata	863033069630348438
34.31	-2.16	Jerada	MA	Africa/Casablanca	359043379931766619
4.02219	101.02083	Teluk Intan	MY	Asia/Kuala_Lumpur	8630330696303481388
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	8630330696303482147
9.82564	78.25795	Tiruppuvanam	IN	Asia/Kolkata	8630330696303482337
45.16024	-93.08883	Lino Lakes	US	America/Chicago	863033069630348164
53.49389	-1.29243	Mexborough	GB	Europe/London	8630330696303482394
50.11861	-5.53715	Penzance	GB	Europe/London	863033069630348404
45.50369	11.412	Montecchio Maggiore-Alte Ceccato	IT	Europe/Rome	3590433799317661693
22.37066	114.10479	Tsuen Wan	HK	Asia/Hong_Kong	8630330696303482170
-6.25	38.66667	Mvomero	TZ	Africa/Dar_es_Salaam	863033069630348511
26.32293	91.00632	Barpeta	IN	Asia/Kolkata	8630330696303481230
48.77644	2.29026	Sceaux	FR	Europe/Paris	3590433799317661461
39.12074	27.18052	Bergama	TR	Europe/Istanbul	8630330696303481438
35.74788	-95.36969	Muskogee	US	America/Chicago	863033069630348891
27.34089	117.4831	Shaowu	CN	Asia/Shanghai	3590433799317661164
40.94065	-73.99681	Dumont	US	America/New_York	3590433799317661545
43.71032	-1.05366	Dax	FR	Europe/Paris	8630330696303481628
9.15093	-79.62098	Chilibre	PA	America/Panama	863033069630348412
8.43333	99.96667	Nakhon Si Thammarat	TH	Asia/Bangkok	863033069630348107
51.42708	-0.91979	Lower Earley	GB	Europe/London	863033069630348594
35.30889	139.55028	Kamakura	JP	Asia/Tokyo	863033069630348321
26.67319	31.4976	Juhaynah	EG	Africa/Cairo	3590433799317662444
43.32686	-2.98884	Leioa	ES	Europe/Madrid	8630330696303481206
51.44889	5.51978	Tongelre	NL	Europe/Amsterdam	359043379931766262
48.78232	9.17702	Stuttgart	DE	Europe/Berlin	8630330696303481990
10.22677	-67.33122	La Victoria	VE	America/Caracas	3590433799317661115
55.8736	85.4265	Yashkino	RU	Asia/Novokuznetsk	3590433799317661412
43.71032	-1.05366	Dax	FR	Europe/Paris	863033069630348032
1.6561	103.6032	Kulai	MY	Asia/Kuala_Lumpur	3590433799317661503
9.82564	78.25795	Tiruppuvanam	IN	Asia/Kolkata	3590433799317662360
2.41669	30.98551	Paidha	UG	Africa/Kampala	359043379931766205
51.40944	46.04833	Privolzhskiy	RU	Europe/Saratov	359043379931766486
55.63711	37.38115	Solntsevo	RU	Europe/Moscow	863033069630348131
47.48444	36.25361	Polohy	UA	Europe/Zaporozhye	3590433799317661842
28.88162	120.03308	Guli	CN	Asia/Shanghai	359043379931766908
25.67927	-80.31727	Kendall	US	America/New_York	359043379931766114
33.4425	129.96972	Karatsu	JP	Asia/Tokyo	3590433799317662428
51.24197	4.82313	Lille	BE	Europe/Brussels	863033069630348263
50.5107	18.30056	Strzelce Opolskie	PL	Europe/Warsaw	8630330696303481248
51.65333	5.2875	Vught	NL	Europe/Amsterdam	863033069630348727
38.38479	-0.76773	Novelda	ES	Europe/Madrid	359043379931766775
32.65246	51.67462	Isfahan	IR	Asia/Tehran	3590433799317661578
34.25628	-78.04471	Leland	US	America/New_York	3590433799317662444
42.7392	-84.62081	Waverly	US	America/Detroit	3590433799317662378
-1.26424	104.09701	Simpang	ID	Asia/Jakarta	8630330696303481503
51.35084	-1.99421	Devizes	GB	Europe/London	863033069630348909
42.97086	-82.42491	Port Huron	US	America/Detroit	863033069630348867
-0.71667	-48.52333	Soure	BR	America/Belem	8630330696303482022
54.84444	38.16694	Kashira	RU	Europe/Moscow	8630330696303481966
-34.64966	-58.38341	Barracas	AR	America/Argentina/Buenos_Aires	8630330696303481420
41.85059	-87.882	Westchester	US	America/Chicago	863033069630348917
35.64889	117.27583	Sishui	CN	Asia/Shanghai	8630330696303482071
-10.90889	-37.03861	Barra dos Coqueiros	BR	America/Maceio	8630330696303482345
34.25	135.31667	Iwade	JP	Asia/Tokyo	3590433799317661305
39.12074	27.18052	Bergama	TR	Europe/Istanbul	8630330696303482071
40.98894	28.67582	Yakuplu	TR	Europe/Istanbul	3590433799317662485
35.30889	139.55028	Kamakura	JP	Asia/Tokyo	3590433799317662378
55.82885	-4.21376	Rutherglen	GB	Europe/London	8630330696303481156
3.7278	98.6738	Labuhan Deli	ID	Asia/Jakarta	359043379931766064
49.68369	8.61839	Bensheim	DE	Europe/Berlin	3590433799317662147
48.8222	2.12213	Le Chesnay	FR	Europe/Paris	863033069630348206
27.52948	68.75915	Khairpur Mir‚Äôs	PK	Asia/Karachi	359043379931766510
29.22254	79.5286	Haldwani	IN	Asia/Kolkata	359043379931766973
35.8	137.23333	Gero	JP	Asia/Tokyo	863033069630348735
41.55815	-73.0515	Waterbury	US	America/New_York	3590433799317662477
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	8630330696303482360
32.65246	51.67462	Isfahan	IR	Asia/Tehran	8630330696303481867
-32.45242	-71.23106	La Ligua	CL	America/Santiago	3590433799317661628
53.7446	-0.33525	Kingston upon Hull	GB	Europe/London	863033069630348438
53.14657	140.72287	Nikolayevsk-on-Amure	RU	Asia/Vladivostok	359043379931766205
36.75965	137.36215	Namerikawa	JP	Asia/Tokyo	359043379931766692
14.93333	-91.11667	Chichicastenango	GT	America/Guatemala	8630330696303481404
37.71715	-122.40433	Visitacion Valley	US	America/Los_Angeles	3590433799317661453
36.21544	65.93249	Sar-e Pul	AF	Asia/Kabul	3590433799317661636
-7.57897	112.23109	Diwek	ID	Asia/Jakarta	359043379931766239
40.60538	-73.75513	Far Rockaway	US	America/New_York	8630330696303481768
17.54907	82.85749	Elamanchili	IN	Asia/Kolkata	3590433799317661925
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	3590433799317661446
5.20856	-74.73584	Honda	CO	America/Bogota	8630330696303481495
18.57677	-72.22625	Croix-des-Bouquets	HT	America/Port-au-Prince	863033069630348495
27.85	112.9	Xiangtan	CN	Asia/Shanghai	8630330696303482329
-34.74785	-58.70072	Pontevedra	AR	America/Argentina/Buenos_Aires	8630330696303482303
52.71083	5.74861	Emmeloord	NL	Europe/Amsterdam	8630330696303481263
6.9909	79.883	Hendala	LK	Asia/Colombo	359043379931766320
44.98901	38.94324	Yablonovskiy	RU	Europe/Moscow	8630330696303481537
40.55851	17.80774	Mesagne	IT	Europe/Rome	8630330696303481354
45.49428	-122.86705	Aloha	US	America/Los_Angeles	863033069630348982
54.39635	24.04142	Alytus	LT	Europe/Vilnius	359043379931766130
37.74615	-25.66689	Ponta Delgada	PT	Atlantic/Azores	3590433799317661685
-30.60106	-71.19901	Ovalle	CL	America/Santiago	863033069630348172
50.23271	12.87117	Karlovy Vary	CZ	Europe/Prague	8630330696303482196
50.11861	-5.53715	Penzance	GB	Europe/London	3590433799317661891
47.30997	8.52462	Adliswil	CH	Europe/Zurich	8630330696303481396
59.37722	28.19028	Narva	EE	Europe/Tallinn	863033069630348495
53.0233	-1.48119	Belper	GB	Europe/London	863033069630348305
-20.87306	-48.29694	Viradouro	BR	America/Sao_Paulo	863033069630348909
43.2907	5.4384	Marseille 11	FR	Europe/Paris	3590433799317661495
-17.83333	48.41667	Ambatondrazaka	MG	Indian/Antananarivo	359043379931766551
53.00974	-3.05814	Rhosllanerchrugog	GB	Europe/London	3590433799317661602
42.7392	-84.62081	Waverly	US	America/Detroit	3590433799317662253
43.54072	-116.56346	Nampa	US	America/Boise	3590433799317661685
-13.7804	34.4587	Salima	MW	Africa/Blantyre	3590433799317661180
-19.72806	-50.19556	Iturama	BR	America/Sao_Paulo	8630330696303481164
51.67822	33.9162	Hlukhiv	UA	Europe/Kyiv	8630330696303482212
33.93113	-117.54866	Norco	US	America/Los_Angeles	359043379931766841
-7.57897	112.23109	Diwek	ID	Asia/Jakarta	359043379931766643
6.8485	3.64633	Shagamu	NG	Africa/Lagos	3590433799317661933
50.80019	7.20769	Siegburg	DE	Europe/Berlin	3590433799317661198
39.43534	-84.20299	Lebanon	US	America/New_York	8630330696303481560
7.06273	-1.4001	Mampong	GH	Africa/Accra	8630330696303481685
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	359043379931766775
38.45598	48.87498	Astara	AZ	Asia/Baku	359043379931766908
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	863033069630348545
19.64745	-102.04897	Paracho de Verduzco	MX	America/Mexico_City	3590433799317662394
18.20854	-71.10077	Santa Cruz de Barahona	DO	America/Santo_Domingo	863033069630348123
-1.26424	104.09701	Simpang	ID	Asia/Jakarta	3590433799317662238
35.20889	111.73861	Changzhi	CN	Asia/Shanghai	3590433799317661859
40.55851	17.80774	Mesagne	IT	Europe/Rome	3590433799317662006
44.97639	19.61222	Sremska Mitrovica	RS	Europe/Belgrade	3590433799317661511
23.18	88.58	Aistala	IN	Asia/Kolkata	359043379931766148
45.16024	-93.08883	Lino Lakes	US	America/Chicago	8630330696303482444
51.30001	13.10984	Oschatz	DE	Europe/Berlin	3590433799317662386
-22.45667	-47.53028	Santa Gertrudes	BR	America/Sao_Paulo	3590433799317661818
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	3590433799317662477
41.80753	-87.65644	New City	US	America/Chicago	359043379931766742
6.46838	-73.26022	Socorro	CO	America/Bogota	8630330696303482386
32.5007	-94.74049	Longview	US	America/Chicago	359043379931766866
-1.26753	116.82887	Balikpapan	ID	Asia/Makassar	8630330696303481651
41.14676	-73.49484	New Canaan	US	America/New_York	3590433799317661248
12.74409	-8.07257	Kati	ML	Africa/Bamako	863033069630348784
37.35813	-6.03731	San Juan de Aznalfarache	ES	Europe/Madrid	3590433799317662386
35.89972	14.51472	Valletta	MT	Europe/Malta	8630330696303482030
19.30157	72.85107	Bhayandar	IN	Asia/Kolkata	8630330696303481602
26.18924	-98.15529	San Juan	US	America/Chicago	3590433799317662188
32.52515	-93.75018	Shreveport	US	America/Chicago	863033069630348917
-19.72806	-50.19556	Iturama	BR	America/Sao_Paulo	8630330696303482485
-23.7975	-48.59278	Buri	BR	America/Sao_Paulo	8630330696303481909
-19.32556	-41.25528	Resplendor	BR	America/Sao_Paulo	8630330696303482394
23.29549	113.82465	Licheng	CN	Asia/Shanghai	359043379931766924
48	-4.1	Quimper	FR	Europe/Paris	359043379931766502
36.61954	4.08282	Beni Douala	DZ	Africa/Algiers	863033069630348248
15.45144	78.14797	Betamcherla	IN	Asia/Kolkata	8630330696303481099
-20.87306	-48.29694	Viradouro	BR	America/Sao_Paulo	863033069630348438
53.69786	-2.68758	Leyland	GB	Europe/London	863033069630348719
43.61058	1.33467	Colomiers	FR	Europe/Paris	3590433799317661743
35.30889	139.55028	Kamakura	JP	Asia/Tokyo	359043379931766684
10.61285	12.19458	Biu	NG	Africa/Lagos	359043379931766999
34.09611	-118.10583	San Gabriel	US	America/Los_Angeles	8630330696303482287
41.63976	2.35739	Cardedeu	ES	Europe/Madrid	8630330696303482394
50.26729	-119.27337	Vernon	CA	America/Vancouver	8630330696303481099
36.19278	117.65694	Laiwu	CN	Asia/Shanghai	863033069630348131
-7.81667	112.01667	Kediri	ID	Asia/Jakarta	3590433799317661776
18.03496	-66.8499	Yauco	PR	America/Puerto_Rico	359043379931766122
47.56494	31.33078	Voznesensk	UA	Europe/Kyiv	863033069630348578
-0.71667	-48.52333	Soure	BR	America/Belem	3590433799317662196
40.66482	122.22833	Yingkou	CN	Asia/Shanghai	359043379931766247
49.88307	-119.48568	Kelowna	CA	America/Vancouver	8630330696303481735
14.53767	46.83187	Ataq	YE	Asia/Aden	3590433799317661933
-34.74785	-58.70072	Pontevedra	AR	America/Argentina/Buenos_Aires	8630330696303482261
22.19303	88.18466	Diamond Harbour	IN	Asia/Kolkata	359043379931766148
36.02506	-86.77917	Brentwood Estates	US	America/Chicago	8630330696303481438
35.89972	14.51472	Valletta	MT	Europe/Malta	8630330696303481172
51.12794	4.21372	Temse	BE	Europe/Brussels	3590433799317661743
31.28092	74.85849	Patti	IN	Asia/Kolkata	359043379931766338
27.0174	49.62251	Al Jubayl	SA	Asia/Riyadh	3590433799317661701
18.51957	73.85535	Pune	IN	Asia/Kolkata	3590433799317661883
32.44874	-99.73314	Abilene	US	America/Chicago	359043379931766049
50.88506	4.07601	Denderleeuw	BE	Europe/Brussels	8630330696303481099
55.1904	30.2049	Vitebsk	BY	Europe/Minsk	863033069630348511
14.8361	120.97844	Guyong	PH	Asia/Manila	8630330696303481735
42.8334	-80.38297	Norfolk County	CA	America/Toronto	863033069630348735
50.11861	-5.53715	Penzance	GB	Europe/London	3590433799317661800
-3.74912	-73.25383	Iquitos	PE	America/Lima	8630330696303481917
51.24197	4.82313	Lille	BE	Europe/Brussels	8630330696303482378
-0.71667	-48.52333	Soure	BR	America/Belem	8630330696303481875
50.06	43.2379	Mikhaylovka	RU	Europe/Volgograd	3590433799317662188
48.46458	9.22796	Pfullingen	DE	Europe/Berlin	359043379931766247
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	3590433799317662238
40.42386	-3.53261	San Fernando de Henares	ES	Europe/Madrid	863033069630348719
-7.76667	35.7	Iringa	TZ	Africa/Dar_es_Salaam	8630330696303481628
40.72371	-73.95097	Greenpoint	US	America/New_York	8630330696303481156
11.85	38.01667	Debre Tabor	ET	Africa/Addis_Ababa	8630330696303481834
15.73628	75.96976	Gajendragarh	IN	Asia/Kolkata	8630330696303481982
44.27804	-88.27205	Kaukauna	US	America/Chicago	359043379931766767
31.28092	74.85849	Patti	IN	Asia/Kolkata	359043379931766908
15.46063	99.89166	Thap Than	TH	Asia/Bangkok	3590433799317662386
40.72586	8.55552	Sassari	IT	Europe/Rome	8630330696303481115
3.51667	11.5	Mbalmayo	CM	Africa/Douala	359043379931766056
13.8196	100.04427	Nakhon Pathom	TH	Asia/Bangkok	359043379931766569
27.09978	-82.45426	Venice	US	America/New_York	359043379931766726
-0.71667	-48.52333	Soure	BR	America/Belem	359043379931766908
34.77453	-96.67834	Ada	US	America/Chicago	8630330696303481222
6.9909	79.883	Hendala	LK	Asia/Colombo	863033069630348420
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	3590433799317661818
-3.20333	-52.20639	Altamira	BR	America/Santarem	3590433799317661552
42.67164	14.01481	Roseto degli Abruzzi	IT	Europe/Rome	359043379931766973
37.31309	40.74357	Mardin	TR	Europe/Istanbul	863033069630348487
30.24706	115.04814	Huangshi	CN	Asia/Shanghai	3590433799317662147
40.72371	-73.95097	Greenpoint	US	America/New_York	8630330696303481560
50.18545	27.06365	Shepetivka	UA	Europe/Kyiv	3590433799317661586
37.08819	-8.2503	Albufeira	PT	Europe/Lisbon	3590433799317661784
4.88441	101.96857	Gua Musang	MY	Asia/Kuala_Lumpur	3590433799317661826
44.89784	8.86374	Tortona	IT	Europe/Rome	863033069630348560
27.34089	117.4831	Shaowu	CN	Asia/Shanghai	8630330696303481230
52.71083	5.74861	Emmeloord	NL	Europe/Amsterdam	3590433799317661123
22.88783	84.13864	Jashpurnagar	IN	Asia/Kolkata	3590433799317661271
-7.76667	35.7	Iringa	TZ	Africa/Dar_es_Salaam	3590433799317662345
53.53333	-7.35	An Muileann gCearr	IE	Europe/Dublin	359043379931766551
46.1351	-60.1831	Sydney	CA	America/Glace_Bay	359043379931766551
10.22677	-67.33122	La Victoria	VE	America/Caracas	359043379931766205
33.54428	-84.23381	Stockbridge	US	America/New_York	8630330696303482048
-21.41222	-42.19667	Miracema	BR	America/Sao_Paulo	3590433799317661628
40.93333	73	Jalal-Abad	KG	Asia/Bishkek	3590433799317662014
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	3590433799317661602
30.16688	-96.39774	Brenham	US	America/Chicago	863033069630348172
-4.42472	-41.45861	Pedro II	BR	America/Fortaleza	8630330696303481586
9.57046	76.32756	Kalavoor	IN	Asia/Kolkata	863033069630348610
-8.76194	-63.90389	Porto Velho	BR	America/Porto_Velho	359043379931766270
43.96222	43.63417	Novopavlovsk	RU	Europe/Moscow	863033069630348842
49.820923	18.262524	Ostrava	CZ	Europe/Prague	8630330696303482287
31.84568	-102.36764	Odessa	US	America/Chicago	359043379931766460
4.02219	101.02083	Teluk Intan	MY	Asia/Kuala_Lumpur	3590433799317661578
52.21099	7.02238	Gronau	DE	Europe/Berlin	359043379931766536
48.98693	2.44892	Gonesse	FR	Europe/Paris	3590433799317662105
32.44874	-99.73314	Abilene	US	America/Chicago	3590433799317661917
68.79833	16.54165	Harstad	NO	Europe/Oslo	3590433799317662279
-33.59217	-70.6996	San Bernardo	CL	America/Santiago	359043379931766379
47.76232	-122.2054	Bothell	US	America/Los_Angeles	3590433799317661891
47.46657	84.87144	Zaysan	KZ	Asia/Almaty	8630330696303482477
38.13708	41.00817	Silvan	TR	Europe/Istanbul	3590433799317661768
33.42585	-6.00137	Oulmes	MA	Africa/Casablanca	3590433799317661586
33.92866	-6.90656	Temara	MA	Africa/Casablanca	359043379931766718
17.54907	82.85749	Elamanchili	IN	Asia/Kolkata	863033069630348636
38.96667	-0.18333	Gandia	ES	Europe/Madrid	359043379931766510
42	21.32778	Saraj	MK	Europe/Skopje	863033069630348925
31.78336	35.23388	East Jerusalem	PS	Asia/Hebron	863033069630348958
34.25807	-88.70464	Tupelo	US	America/Chicago	863033069630348909
35.06544	1.04945	Frenda	DZ	Africa/Algiers	3590433799317661891
22.10194	85.37752	Barbil	IN	Asia/Kolkata	359043379931766221
37.73604	-120.93549	Riverbank	US	America/Los_Angeles	8630330696303481065
34.75856	136.13108	Ueno-ebisumachi	JP	Asia/Tokyo	863033069630348545
58.23583	92.48278	Lesosibirsk	RU	Asia/Krasnoyarsk	8630330696303481362
16.68911	98.50893	Myawadi	MM	Asia/Yangon	359043379931766924
33.7207	-116.21677	Indio	US	America/Los_Angeles	3590433799317661073
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	863033069630348263
31.64615	120.74221	Changshu City	CN	Asia/Shanghai	3590433799317661362
37.49073	-2.77259	Baza	ES	Europe/Madrid	863033069630348214
54.48147	53.47103	Oktyabr‚Äôskiy	RU	Asia/Yekaterinburg	3590433799317661719
36.92574	14.72443	Ragusa	IT	Europe/Rome	359043379931766007
41.57439	24.71204	Smolyan	BG	Europe/Sofia	863033069630348222
14.62578	121.12251	Antipolo	PH	Asia/Manila	359043379931766221
38.40917	112.73333	Xinzhou	CN	Asia/Shanghai	863033069630348438
25.87498	86.59611	Saharsa	IN	Asia/Kolkata	8630330696303481982
41.57439	24.71204	Smolyan	BG	Europe/Sofia	3590433799317661040
5.84752	-5.682	Lakota	CI	Africa/Abidjan	359043379931766007
22.19303	88.18466	Diamond Harbour	IN	Asia/Kolkata	863033069630348727
41.29444	69.67639	Parkent	UZ	Asia/Tashkent	359043379931766809
5.30383	-1.98956	Tarkwa	GH	Africa/Accra	8630330696303481669
43.61062	-72.97261	Rutland	US	America/New_York	359043379931766957
22.4711	88.1453	Pujali	IN	Asia/Kolkata	359043379931766403
53.14657	140.72287	Nikolayevsk-on-Amure	RU	Asia/Vladivostok	359043379931766312
10.10649	76.35484	Alwaye	IN	Asia/Kolkata	8630330696303481883
16.75973	-93.11308	Tuxtla	MX	America/Mexico_City	863033069630348529
-24.19436	29.00974	Mokopane	ZA	Africa/Johannesburg	3590433799317661073
51.42708	-0.91979	Lower Earley	GB	Europe/London	3590433799317661693
9.92787	-84.13722	San Rafael	CR	America/Costa_Rica	3590433799317661412
53.46506	-1.47217	Chapletown	GB	Europe/London	3590433799317661719
