ts	imei	mwra	p.android.packageinstaller	p.android.settings	p.android.documentsui	p.android.chrome	p.android.gm	p.system	p.android.externalstorage	p.android.vending	p.process.gapps	p.google	p.browser.provider	p.android.defcontainer	p.dogalize	p.olauncher	p.simulator	p.inputmethod.latin	p.android.gms	p.notifier	p.katana	p.gms.persistent
2018-05-08 14:54:00	863033069630348024	0.00000	10.39871	9.89893	11.75709	10.42035	15.18790	13.15960	12.53762	0.06924	38.26907	37.52852	51.39803	53.24331	75.80822	2.19164	55.12015	84.96975	14.03776	90.40043	89.06859	57.64243
2018-05-08 14:55:00	3590433799317661578	0.00000	11.03853	10.97075	7.95758	7.92418	12.59424	12.02749	12.25459	0.03493	39.38113	45.96907	56.49209	66.16285	82.36456	79.87293	66.87184	75.36540	16.50550	73.80515	19.78544	58.96071
2018-05-08 14:56:00	3590433799317662394	0.00000	11.64063	11.07413	8.32504	11.27703	13.64972	12.04625	13.54947	0.00024	55.43996	54.15890	62.31865	49.16259	6.62991	77.51041	25.66572	54.20345	50.22200	77.51092	57.87376	45.84511
2018-05-08 14:57:00	8630330696303482303	1.00000	4.54985	10.77535	14.13137	9.48789	12.81384	9.37254	12.57452	0.00015	26.59198	42.49593	36.04146	67.48989	14.45454	27.29690	95.30268	60.71002	93.14715	35.12520	11.98949	17.57984
2018-05-08 14:58:00	863033069630348685	0.00000	13.07838	12.44687	9.68134	5.74991	17.14045	7.48758	10.60917	0.03629	55.48246	36.98839	60.61259	79.13770	92.53611	10.56116	59.55432	35.71760	86.95545	87.77838	78.04990	84.53599
2018-05-08 14:59:00	8630330696303482287	0.00000	15.65647	7.78745	7.56768	9.94669	12.32554	15.13703	20.93428	0.00690	46.09304	32.59350	27.94602	38.81734	27.18232	25.47039	27.76057	26.14608	28.36576	6.28850	33.69202	44.72815
2018-05-08 15:00:00	359043379931766429	1.00000	10.08198	14.98432	11.49622	7.28315	12.21237	11.34253	7.51834	0.00063	54.77231	55.81731	40.49310	24.22119	38.81942	67.38538	88.39772	25.33177	30.14015	10.08262	54.83805	54.42354
2018-05-08 15:01:00	359043379931766072	1.00000	13.32446	14.80165	7.87011	7.19144	11.72298	7.02791	12.73826	0.00006	27.79401	61.32835	19.71350	48.39345	84.19951	60.83346	85.92776	56.80041	17.83519	63.59660	17.17842	8.84702
2018-05-08 15:02:00	3590433799317661107	1.00000	13.32475	11.61782	7.24011	12.10631	10.71359	11.30674	12.45060	0.00403	52.29982	42.12435	55.80032	60.75148	63.43423	3.12163	14.08291	85.79072	40.44446	57.36487	41.12493	27.78191
2018-05-08 15:03:00	8630330696303481560	0.00000	10.37094	14.30048	7.67611	12.10983	11.99005	11.16275	12.43787	0.00058	60.41067	44.14038	54.77302	79.15288	56.23104	87.72646	22.83997	94.60599	13.68238	9.80444	35.32956	44.43286
2018-05-08 15:04:00	3590433799317662337	0.00000	8.93122	12.28145	7.56509	3.95199	15.52655	11.49606	12.85645	0.03091	62.88808	55.96837	30.07572	38.08828	51.24604	84.37132	90.32471	87.22001	51.48150	64.63586	4.34606	97.99235
2018-05-08 15:05:00	3590433799317662253	1.00000	13.30941	9.05607	9.67293	9.10191	13.63356	7.57018	15.95605	0.00796	71.27638	85.63410	48.74923	43.11012	12.41857	89.17757	91.60414	5.46385	70.92070	7.21931	72.40859	29.24227
2018-05-08 15:06:00	359043379931766700	1.00000	13.30001	11.83614	8.38861	10.17074	13.44578	7.86440	12.79800	0.00235	55.11473	51.81711	74.27647	81.78202	54.20283	35.10961	6.94776	44.81669	29.48259	28.78915	76.04306	34.24398
2018-05-08 15:07:00	8630330696303481727	1.00000	11.12632	13.25895	9.43539	10.39164	12.08994	11.56234	10.31474	0.05330	42.34126	66.18696	60.05572	31.02366	87.73853	69.36005	65.97322	61.78696	95.14592	68.31875	23.64054	29.96614
2018-05-08 15:08:00	3590433799317661693	1.00000	9.08532	12.78537	12.88115	9.72190	15.11590	10.93653	10.65694	0.00147	52.73120	44.72508	56.95740	37.25837	11.23443	22.06852	49.76726	38.33750	24.71181	26.21749	67.90517	63.78352
2018-05-08 15:09:00	8630330696303482188	0.00000	10.08289	4.34033	9.80241	12.19625	10.05683	11.50466	9.90001	0.00004	51.68807	32.04386	43.42477	26.76574	80.29801	83.77611	48.19638	59.36832	38.42354	84.48544	2.66293	89.01025
2018-05-08 15:10:00	3590433799317661800	1.00000	7.51325	12.16002	11.21797	8.59318	12.80433	10.29158	9.23157	0.00013	63.67311	39.81955	47.97337	50.78964	78.30359	28.32017	92.47967	87.95435	6.72632	92.47170	49.57531	43.73105
2018-05-08 15:11:00	863033069630348743	0.00000	13.23062	13.21346	12.88632	9.54321	11.77314	10.45592	14.01363	0.14367	39.59711	57.55942	51.28498	31.83995	37.27126	83.22119	53.53590	6.07888	49.18248	30.46683	16.83204	67.37343
2018-05-08 15:12:00	863033069630348990	0.00000	13.41058	12.26496	8.22893	14.12568	12.56000	14.82976	10.48228	0.00071	55.17684	62.29122	47.05411	45.72531	8.17362	67.29110	5.06797	84.82189	88.74616	37.47142	1.89758	92.45178
2018-05-08 15:13:00	863033069630348164	1.00000	8.81220	12.68847	12.92569	11.42525	13.02731	10.73221	11.78511	0.00016	75.35420	45.12238	38.97346	79.16353	9.85088	70.65073	19.01930	71.69271	3.45639	13.31686	79.65751	23.18365
2018-05-08 15:14:00	8630330696303482337	0.00000	14.48253	11.59093	9.79813	15.29153	12.21468	12.03692	9.11414	0.00007	41.69066	61.06996	78.18474	43.07037	22.48561	4.80047	36.24817	4.40992	55.33054	5.48238	89.26912	24.32594
2018-05-08 15:15:00	359043379931766916	1.00000	8.63247	11.09005	14.74870	8.95648	11.65444	5.17464	6.02090	0.00190	31.85683	37.58643	52.50964	58.32844	69.86233	71.97817	49.24736	96.58181	37.13549	81.38720	19.32968	97.53106
2018-05-08 15:16:00	8630330696303481149	1.00000	10.98658	16.33880	10.59207	5.66277	10.41312	11.36222	7.09104	0.00189	51.48546	63.28423	38.52439	22.97916	23.67899	9.39707	37.42003	73.58232	55.31474	14.36112	66.33987	64.29928
2018-05-08 15:17:00	863033069630348321	0.00000	14.24601	10.73280	13.22340	16.81447	14.20857	9.64551	9.44529	0.00005	36.56294	36.65104	51.50919	41.11297	18.37855	75.42150	85.65683	1.31888	88.79635	71.36752	2.31170	94.40590
2018-05-08 15:18:00	3590433799317662006	1.00000	13.99700	14.55405	6.83621	10.28962	13.85030	4.95336	12.86967	0.00084	65.96432	44.77431	50.93190	44.41420	10.73268	33.48334	61.52930	47.09061	35.23574	4.39398	34.38617	40.99994
2018-05-08 15:19:00	8630330696303481909	0.00000	13.18399	10.99089	14.49472	14.64108	10.07656	12.09266	8.21156	0.00003	73.47304	40.21305	51.86241	42.48115	13.48675	25.81242	21.61670	20.11770	22.65604	11.41820	5.97001	21.64469
2018-05-08 15:20:00	8630330696303482105	1.00000	8.92518	10.08466	14.59858	9.80406	11.90000	5.27264	9.20695	0.00011	43.59058	67.20237	73.24109	53.73373	56.30901	70.78682	42.76526	47.05393	32.91449	79.05652	86.29601	28.48251
2018-05-08 15:21:00	3590433799317661776	1.00000	12.95377	8.87022	8.63179	11.32950	10.92822	14.14346	13.17757	0.00011	69.84324	50.87528	26.46307	65.98253	69.54430	83.59820	48.52315	58.78304	35.21889	97.01225	40.87140	94.97235
2018-05-08 15:22:00	8630330696303481446	1.00000	7.53066	11.54509	13.72073	9.75786	12.00579	7.36877	10.33079	0.00014	33.15139	51.97183	79.93995	55.01787	94.46801	31.67940	4.04381	10.66622	2.04377	57.82418	15.23233	90.44401
2018-05-08 15:23:00	863033069630348776	0.00000	12.76118	2.84022	9.68011	12.56295	12.15622	18.25004	12.47829	0.00006	40.87656	44.27299	66.98877	61.55171	34.23009	58.69472	36.48640	24.06399	14.15397	49.56108	12.30513	45.04221
2018-05-08 15:24:00	3590433799317661230	1.00000	8.42995	8.95411	12.74770	5.92102	9.49930	3.89963	9.31910	0.00011	55.03024	45.38807	58.64831	55.07696	31.55226	9.22202	54.51534	57.76129	71.73542	31.96629	87.34140	30.06156
2018-05-08 15:25:00	3590433799317662113	1.00000	15.48269	12.49065	7.57807	10.93131	11.95592	10.61972	12.92199	0.00738	39.49849	41.36436	68.61533	24.87011	45.73914	93.25574	15.14045	20.48349	39.93157	87.48764	25.67183	15.65714
2018-05-08 15:26:00	359043379931766452	1.00000	12.34419	16.88189	9.88678	9.38847	10.89868	10.01038	12.03912	0.00792	42.70968	31.39904	69.71008	66.39797	79.87100	23.06536	16.62623	5.80803	70.39569	88.74355	18.41570	48.72150
2018-05-08 15:27:00	8630330696303481693	1.00000	11.77832	12.94788	10.28486	4.93415	12.54578	9.54601	7.55284	0.00005	52.63921	60.63075	62.37822	42.43501	93.01254	17.10907	64.83734	16.07295	93.15174	86.41212	91.83263	0.13918
2018-05-08 15:28:00	3590433799317661701	1.00000	14.49891	12.88999	11.00909	12.62395	13.84825	10.65469	12.75878	0.06388	52.04705	61.99905	45.24815	35.46603	56.92673	37.70396	85.36420	25.62790	38.93417	82.72135	68.87996	33.87208
2018-05-08 15:29:00	359043379931766064	1.00000	8.53724	6.37050	12.70069	10.91851	13.76313	5.21177	11.09035	0.00038	36.05222	49.71940	40.66913	57.20479	69.80222	20.43271	58.07973	13.51198	53.61731	7.45560	59.28271	27.53032
2018-05-08 15:30:00	863033069630348198	0.00000	11.91474	7.31303	9.39449	12.26580	9.83727	14.69050	13.68752	0.03101	45.98839	64.93618	46.62036	82.62162	61.23801	4.59166	5.25817	88.29858	46.42573	17.60864	18.49730	45.62075
2018-05-08 15:31:00	359043379931766155	1.00000	15.23214	12.05027	11.14527	7.72787	12.41993	9.79006	14.44273	0.21356	23.42305	44.26095	61.76540	36.91392	25.28377	6.47276	1.83839	95.34440	9.41932	53.14742	29.06288	62.02246
2018-05-08 15:32:00	8630330696303482188	1.00000	10.17137	10.51759	13.06364	10.07422	10.58128	5.52656	10.60490	0.00027	55.74888	38.86582	74.82287	53.81392	24.76979	4.69010	10.73401	60.19086	92.38586	13.93049	95.61987	24.91354
2018-05-08 15:33:00	359043379931766049	1.00000	8.50158	9.64664	5.73233	12.61291	12.46822	9.94221	12.65859	0.00088	38.21898	49.85085	58.50865	46.36152	80.96718	36.94184	40.65972	94.60976	45.51180	15.02094	50.70392	65.98775
2018-05-08 15:34:00	3590433799317661479	0.00000	12.71295	7.46581	4.25514	13.30162	12.42940	14.72374	12.51012	0.00127	40.46679	67.28914	61.93884	52.21961	40.10778	81.14995	71.54826	79.41069	46.72230	12.80463	55.15238	20.26648
2018-05-08 15:35:00	359043379931766957	0.00000	13.28687	9.98157	5.68392	11.67463	13.11778	7.65773	14.22585	0.00024	76.60150	42.87274	74.42497	40.28805	41.40997	97.00551	9.10231	64.39349	16.92046	69.76304	78.06527	99.99510
2018-05-08 15:36:00	3590433799317661438	0.00000	13.49342	9.42394	7.05617	11.01930	11.09019	13.21988	16.18358	0.00098	45.03343	43.26629	40.69160	52.29057	93.66474	74.76720	88.20151	27.44695	50.96700	47.72499	96.30272	50.45846
2018-05-08 15:37:00	359043379931766536	0.00000	10.29760	8.09614	6.87697	8.44243	13.12042	13.57324	15.90029	0.00012	33.69189	26.23572	56.18511	46.35032	94.37733	75.79933	22.74804	23.41312	23.84320	76.11544	93.14217	2.28744
2018-05-08 15:38:00	3590433799317662220	0.00000	14.91117	6.55198	9.38110	15.25503	11.26582	12.92960	11.71688	0.00015	78.50114	48.37208	52.13054	59.52077	6.49305	73.03528	17.78641	76.42378	78.13505	22.23603	61.10106	63.96312
2018-05-08 15:39:00	863033069630348230	1.00000	13.25690	8.23155	6.47625	9.42757	10.52162	14.07127	12.22824	0.00564	55.47056	65.74559	29.16687	44.17268	66.22612	42.40321	69.96887	8.47117	87.39127	13.76015	80.86480	54.72649
2018-05-08 15:40:00	8630330696303481412	1.00000	15.39646	10.97615	5.90857	8.96120	14.03002	6.06284	14.54632	0.00157	61.14593	39.65483	38.90250	42.84220	69.48179	50.73901	17.51763	60.56239	6.69329	25.27553	47.95404	57.94348
2018-05-08 15:41:00	863033069630348610	1.00000	14.67340	12.76835	11.79433	10.19639	13.42734	11.03871	11.57842	0.09863	46.58025	38.86086	63.36567	51.94790	73.49172	16.73309	15.05436	0.76727	86.75174	89.06063	91.97353	72.62936
2018-05-08 15:42:00	359043379931766064	0.00000	12.61888	7.75934	11.36205	12.88466	14.66888	14.86222	12.49913	0.00004	60.09128	55.97140	40.57990	57.09103	42.01561	66.13300	8.20176	6.21323	73.41390	62.53754	98.92581	26.65959
2018-05-08 15:43:00	863033069630348982	1.00000	12.05613	12.33615	8.88649	8.47061	14.12918	11.84635	9.28681	0.09211	46.86616	60.65339	52.18883	45.61837	73.48196	25.76745	20.93237	30.58563	83.57436	84.95963	13.99201	14.82002
2018-05-08 15:44:00	8630330696303482204	0.00000	10.54198	11.44785	11.55720	10.62118	12.57063	9.69371	10.97497	0.00003	54.62697	54.52619	44.25638	61.44147	1.38496	71.62066	28.86234	13.11000	0.42079	98.69762	61.87217	19.06205
2018-05-08 15:45:00	359043379931766601	0.00000	11.48027	9.32386	11.75487	11.98527	14.98337	13.05599	13.94134	0.04583	50.88866	51.67579	59.23220	38.16400	79.67607	78.29695	94.92698	5.68119	45.31800	5.58906	58.27687	86.88124
2018-05-08 15:46:00	3590433799317661792	1.00000	14.27716	9.80619	10.96497	11.28162	13.94567	9.38051	13.30618	0.17440	31.74582	51.13706	22.98876	43.73083	99.67242	34.84062	9.93050	53.80087	85.13546	92.69446	68.20079	18.98832
2018-05-08 15:47:00	3590433799317661792	0.00000	14.95028	11.43106	11.44637	14.32115	9.68802	11.55105	10.41548	0.00004	39.39314	69.12421	40.40809	42.25011	6.34523	16.82992	72.84594	32.07136	89.64056	1.90921	82.22183	94.58318
2018-05-08 15:48:00	3590433799317662220	1.00000	11.45016	12.57429	14.16969	11.07327	12.61649	7.30454	8.12024	0.00371	40.04089	46.71312	46.94398	59.65439	80.52784	12.12369	25.15287	79.38403	12.69610	27.81462	2.66821	76.20612
2018-05-08 15:49:00	8630330696303481271	1.00000	9.13603	12.50164	10.67634	6.35675	12.15212	9.61939	9.52271	0.00002	79.69328	50.09657	62.45176	46.49791	14.80622	49.66786	56.98329	16.38738	10.74322	92.86229	73.82709	81.82917
2018-05-08 15:50:00	863033069630348560	1.00000	17.25544	14.52697	7.75948	9.10922	11.42356	5.39375	14.06151	0.01025	55.54667	55.12980	42.64096	44.58445	26.21935	28.04287	43.53346	75.87857	97.53317	86.20144	91.58440	71.31057
2018-05-08 15:51:00	3590433799317661305	1.00000	13.90273	13.28414	11.52717	7.98641	13.52042	7.62450	15.25306	0.02864	41.90476	59.72248	79.11377	60.61858	86.51822	46.00164	19.89154	38.92529	17.91512	35.97835	50.04584	21.02029
2018-05-08 15:52:00	8630330696303482329	1.00000	11.66646	13.63738	11.97748	8.08004	11.08475	11.01850	13.65196	0.10377	33.63582	32.13499	43.89642	51.63317	94.99446	83.33533	25.88621	83.90859	72.42079	93.32894	38.98628	62.74115
2018-05-08 15:53:00	359043379931766684	0.00000	15.09277	13.54691	10.99634	8.66245	12.46843	7.75079	14.72135	0.04153	45.68547	46.79012	53.98530	74.83632	49.23774	95.90081	37.39306	55.86724	55.20849	3.13050	66.42429	24.12231
2018-05-08 15:54:00	863033069630348370	1.00000	7.01841	8.08256	13.24600	9.97683	16.04010	7.24627	11.35096	0.00007	35.51240	53.78553	37.67816	17.15679	56.93828	50.41626	9.99566	67.80720	31.51381	11.57910	82.69121	17.86905
2018-05-08 15:55:00	8630330696303481867	1.00000	12.20527	11.72771	9.86789	11.55082	14.19927	11.10432	12.41627	0.23626	51.79942	32.09454	69.56157	53.18652	72.86602	9.47286	2.55645	11.05471	5.40413	76.48042	34.88811	20.82209
2018-05-08 15:56:00	8630330696303482311	1.00000	5.08748	10.89160	14.48209	11.35733	13.24938	8.35583	10.90681	0.00027	53.60163	56.86451	46.63153	50.57696	26.80456	68.35011	91.86220	0.23588	27.98494	42.48667	47.46917	19.06484
2018-05-08 15:57:00	359043379931766874	1.00000	9.77689	10.20262	8.30079	9.33416	13.08089	9.17624	13.39661	0.42433	70.77913	48.65928	63.95351	55.21333	9.94603	32.00817	84.65246	10.51264	22.86992	20.87220	43.36875	7.22014
2018-05-08 15:58:00	3590433799317661149	1.00000	8.25214	10.47382	10.71456	8.56650	10.20420	8.00243	7.89041	0.00009	70.36528	49.36537	38.30122	24.81028	47.61236	35.69812	88.73718	38.50890	73.09839	75.04247	66.76720	42.39698
2018-05-08 15:59:00	8630330696303482055	1.00000	8.09615	14.93873	11.65619	8.26687	11.94468	10.73485	7.31184	0.00023	49.24494	32.42537	40.12374	54.35044	8.81031	30.58745	89.08220	38.99353	83.57356	15.37710	70.20972	69.42410
2018-05-08 16:00:00	863033069630348453	1.00000	8.54877	14.95931	11.42575	8.79727	11.18434	10.93440	7.55440	0.00008	32.86042	56.51928	84.84798	50.08002	96.09920	12.81785	39.62191	85.01757	97.21046	86.47818	76.96262	54.68375
2018-05-08 16:01:00	359043379931766726	0.00000	12.71282	10.42117	11.04723	13.83825	10.19475	14.28217	9.78547	0.00009	45.75563	52.99644	41.86368	42.34573	95.30826	43.56694	21.86229	66.28445	5.65049	98.53248	22.06835	31.63125
2018-05-08 16:02:00	863033069630348859	0.00000	10.63182	7.57248	11.28310	13.88091	14.58195	14.63979	10.36919	0.00008	51.84058	39.67175	32.08096	41.08386	97.82954	62.92151	49.70612	25.03879	7.13688	27.66445	50.05803	23.57914
2018-05-08 16:03:00	3590433799317662436	1.00000	14.01755	14.14738	5.05955	9.56299	8.99993	7.99395	13.88746	0.00116	51.29842	36.35036	24.68341	33.45153	33.07385	87.78764	37.33280	71.95602	15.04119	67.90727	76.66782	30.54943
2018-05-08 16:04:00	863033069630348644	1.00000	12.66826	8.74601	4.23790	8.15427	11.79859	12.55251	9.15008	0.06907	35.55559	50.44557	51.03840	72.37261	2.53784	86.06540	94.13331	96.13262	76.52139	6.22080	52.21792	71.79606
2018-05-08 16:05:00	863033069630348206	0.00000	12.74881	4.43077	10.45630	12.94339	10.37206	16.07266	18.56121	0.01888	51.36126	41.84279	70.35966	59.47631	54.26406	4.02848	20.42239	56.54903	21.34498	81.27383	52.20363	82.13909
2018-05-08 16:06:00	3590433799317662436	1.00000	10.93910	16.86118	12.84352	5.67435	9.43434	9.14457	14.03001	0.00711	40.01618	55.48889	44.66507	34.16619	74.75782	5.72814	96.05876	91.76346	2.35891	13.44792	92.00390	31.82053
2018-05-08 16:07:00	863033069630348123	0.00000	13.34054	7.95967	12.39141	10.89143	14.52782	11.14538	14.37486	0.03436	39.76725	44.86017	44.36961	42.43184	26.86490	69.95011	41.23409	12.00011	63.98307	86.78138	62.58120	30.82145
2018-05-08 16:08:00	8630330696303481388	0.00000	15.90623	6.58335	9.34893	9.28296	12.51504	13.57031	12.64289	0.00093	44.78967	41.43729	60.16957	68.96023	77.61670	88.78362	13.61489	52.90149	91.32234	39.84749	56.97790	38.27065
2018-05-08 16:09:00	3590433799317661966	1.00000	10.17060	10.80859	14.92612	8.79858	12.89846	6.67716	10.22363	0.00004	53.77853	57.21196	59.80694	39.87773	34.80342	44.91852	89.02559	4.00124	73.17450	21.12537	37.37226	15.24701
2018-05-08 16:10:00	359043379931766593	0.00000	12.50085	9.28714	9.75218	9.03222	13.01716	12.12075	14.01071	0.05091	45.96514	45.53904	40.13989	48.28356	12.21706	27.73837	88.16734	93.93098	38.08653	85.42694	63.77627	40.16488
2018-05-08 16:11:00	863033069630348743	1.00000	7.30792	10.19550	11.71025	11.46540	17.52488	10.54575	11.36105	0.00012	48.35761	75.04958	79.96203	39.34317	81.67914	49.24620	39.89466	27.06855	73.50737	45.93342	70.09204	27.62256
2018-05-08 16:12:00	359043379931766619	1.00000	15.10704	13.54360	9.38318	7.67894	12.77484	8.99017	13.13441	0.04219	40.26305	57.38788	51.35891	60.04598	68.22904	28.55753	28.77763	21.46236	69.96553	67.65307	73.33417	53.21800
2018-05-08 16:13:00	8630330696303482279	0.00000	12.92352	8.01689	10.94779	11.01692	15.89795	12.36859	13.29343	0.00229	43.80245	60.59941	59.25750	65.53731	62.25554	38.09006	17.58382	26.62214	64.19535	89.06151	83.17181	83.98760
2018-05-08 16:14:00	863033069630348511	1.00000	6.82717	10.47452	12.54531	8.60856	12.32752	7.15695	7.75715	0.00074	49.06192	55.77117	70.67937	56.84565	48.48495	98.73222	20.88961	92.68413	78.30336	6.18944	3.58769	0.07881
2018-05-08 16:15:00	3590433799317661081	1.00000	10.08528	12.03647	15.50846	8.75371	12.07953	7.02048	10.35420	0.00004	61.56540	48.92956	55.96677	30.39918	40.15012	25.19647	6.81225	58.81514	35.55877	63.96925	17.39863	96.39058
2018-05-08 16:16:00	3590433799317662253	0.00000	11.58537	9.68537	11.05010	12.68296	12.27935	11.84383	10.79789	0.00062	43.53828	57.31448	41.29615	28.60601	42.12519	18.72877	54.58229	66.68313	12.63288	36.22481	91.56356	28.68395
2018-05-08 16:17:00	3590433799317661248	0.00000	17.74834	9.60798	4.64360	14.39753	14.10116	14.33498	16.50528	0.00013	41.80773	44.29813	59.38994	50.98502	55.14917	66.86619	63.67503	64.55076	12.01003	71.30825	55.54267	45.73598
2018-05-08 16:18:00	3590433799317661859	1.00000	12.70022	12.16604	10.57895	6.33428	15.10373	9.86530	10.03622	0.00065	41.83565	41.63578	31.90113	63.67793	36.15024	21.44425	57.47698	58.91189	15.08078	11.60867	64.12547	18.76263
2018-05-08 16:19:00	8630330696303481735	0.00000	10.21047	12.51834	11.13343	8.68397	12.63361	12.89122	13.16956	0.21222	42.75307	34.93978	53.78399	51.99538	35.57275	65.15901	86.59758	69.32257	83.22924	69.08580	92.48263	83.22863
2018-05-08 16:20:00	8630330696303481214	1.00000	8.95838	12.18451	8.81996	12.01595	14.55817	11.22821	7.82748	0.00027	38.72058	62.43408	38.44997	49.83184	37.42786	46.08412	67.98100	30.99960	15.16288	88.83834	64.02795	86.22667
2018-05-08 16:21:00	3590433799317662428	1.00000	9.04254	15.46161	15.52854	5.51263	12.98325	10.43333	9.86835	0.00006	50.14472	32.98643	53.80591	42.50992	9.94102	92.65652	77.39566	3.57475	14.63303	76.95744	81.90171	91.21827
2018-05-08 16:22:00	359043379931766353	0.00000	11.45115	9.87840	8.28904	12.22135	15.47983	10.27611	11.50782	0.00083	54.10520	35.18861	59.76822	43.18843	15.98004	3.44666	62.20685	18.93880	93.31600	59.87443	13.21409	4.38714
2018-05-08 16:23:00	8630330696303482030	0.00000	14.43581	8.69652	7.68286	12.51369	15.87666	10.38587	18.46301	0.00413	54.00241	51.26107	20.75660	47.71397	15.85480	12.49612	33.67730	3.34965	40.64451	45.69324	11.10086	87.94407
2018-05-08 16:24:00	359043379931766320	1.00000	13.52893	11.04653	4.97632	10.37282	16.19172	6.68355	11.23414	0.00195	62.21820	44.04327	17.18413	63.28811	16.04720	79.18680	47.51984	10.07077	70.15881	71.47908	58.33988	20.10124
2018-05-08 16:25:00	863033069630348883	1.00000	8.26723	10.11165	14.01388	10.27239	14.78891	7.18209	11.76992	0.00006	24.02489	61.07262	56.64881	64.84089	72.61119	79.98367	51.40795	6.41557	46.21961	76.85764	57.80288	94.08783
2018-05-08 16:26:00	8630330696303481164	1.00000	13.24737	11.49460	7.48895	12.78815	13.02288	8.04901	14.74668	0.00248	60.16915	43.13044	55.91268	20.41284	83.99841	41.78368	55.54879	79.08381	39.16329	36.18778	9.15862	52.11875
2018-05-08 16:27:00	359043379931766239	1.00000	11.19714	12.56941	11.83579	11.12015	11.64884	7.86199	16.85483	0.00798	61.24406	43.46607	72.35800	44.43414	78.48183	23.94366	35.89524	62.93455	39.01375	29.56245	72.15272	52.75290
2018-05-08 16:28:00	3590433799317662196	1.00000	10.78320	11.50284	7.05646	10.62324	13.25519	10.35722	11.47924	0.00827	58.53495	33.46700	53.03296	52.49823	59.96916	6.58985	52.37378	31.29462	41.34227	99.53727	67.86708	91.84940
2018-05-08 16:29:00	8630330696303481792	0.00000	16.68117	10.33054	6.91369	15.21046	14.07728	18.06050	15.39396	0.00035	33.60714	26.30674	29.83558	49.19484	73.94674	98.14964	77.33806	34.32467	86.40642	88.46012	72.88220	62.19312
2018-05-08 16:30:00	863033069630348693	1.00000	7.37550	11.41027	13.37010	11.16088	13.97121	8.37525	9.45838	0.00023	68.01342	55.56834	35.34817	38.20118	11.74149	43.18032	78.07322	28.61731	87.07183	22.43732	41.88305	54.90170
2018-05-08 16:31:00	8630330696303481024	0.00000	13.36785	8.75765	6.69957	6.59736	11.94600	13.57696	12.32235	0.00457	41.64404	47.63792	38.03887	53.17999	77.53744	33.87835	64.42782	78.52475	89.41782	88.94335	18.14516	18.94479
2018-05-08 16:32:00	8630330696303481479	1.00000	13.81748	6.67006	9.05516	10.01385	14.20364	9.45239	16.59746	0.29761	50.37749	64.03129	54.01153	52.63519	67.79279	30.68439	85.78097	64.63611	54.83467	77.60447	25.74185	9.20514
2018-05-08 16:33:00	863033069630348016	0.00000	14.48289	6.44475	7.72296	10.15810	13.25972	12.39577	11.20093	0.00104	31.67856	40.27798	75.34614	42.60607	92.78695	91.06082	50.01202	56.40434	22.70581	27.40995	4.06273	57.05501
2018-05-08 16:34:00	8630330696303481081	1.00000	12.03521	13.63737	12.27306	9.06322	12.26484	13.88455	12.31390	0.01376	65.11428	37.47213	36.18652	38.31323	12.62116	8.19403	97.16820	77.91564	53.76928	67.11936	9.75961	78.73429
2018-05-08 16:35:00	863033069630348719	1.00000	14.13458	13.19123	11.02085	11.39933	9.62713	10.23117	14.98359	0.02097	32.67169	47.55294	44.08990	48.51377	70.80017	76.72813	33.18252	86.24974	29.81021	51.79897	85.17958	56.65252
2018-05-08 16:36:00	3590433799317661776	0.00000	13.76922	10.02694	8.47611	12.10097	12.56336	13.84143	13.63866	0.00039	53.20582	41.62175	48.00880	58.09872	55.51348	23.51601	82.86028	40.74935	70.83885	11.23613	2.46997	28.27161
2018-05-08 16:37:00	3590433799317662055	0.00000	14.39588	11.68733	6.10919	14.42107	13.43518	8.90252	13.56268	0.00112	67.16585	45.84828	52.18261	47.15354	89.24699	56.70507	20.75932	66.26990	98.37711	56.25933	46.90641	30.34884
2018-05-08 16:38:00	863033069630348107	1.00000	14.88037	10.86376	8.74085	10.85030	14.01622	7.44503	12.15424	0.02655	52.00925	39.31895	55.74556	47.96376	50.43948	6.66991	84.32281	92.62882	7.88243	88.97534	75.05611	86.48431
2018-05-08 16:39:00	8630330696303482147	0.00000	12.49039	9.64516	5.44155	11.25198	11.93578	13.14062	13.75135	0.00136	38.03919	25.58637	56.73521	57.38960	72.54905	11.14689	81.40868	8.10950	45.09778	29.88063	92.63618	1.38619
2018-05-08 16:40:00	3590433799317661123	1.00000	7.56262	15.92179	11.88102	7.11144	10.35265	11.63026	7.84626	0.00125	63.53336	48.46550	36.19413	42.21482	0.78871	64.14793	31.06529	67.16313	89.16799	28.21519	41.49991	56.14871
2018-05-08 16:41:00	8630330696303481305	0.00000	9.07293	11.68325	13.36385	12.79091	15.03622	8.78380	10.95247	0.00006	55.39658	42.97876	61.09642	47.76053	15.30651	15.29634	21.74016	3.53925	37.07379	75.90955	37.81708	71.14551
2018-05-08 16:42:00	359043379931766395	1.00000	9.60087	15.05183	8.97291	10.54771	10.50829	7.50764	13.30878	0.00046	46.16062	39.04113	22.75079	46.83655	60.36335	69.92062	41.74851	79.66017	39.82272	45.04075	49.33318	11.37818
2018-05-08 16:43:00	8630330696303481123	1.00000	15.22212	14.94350	14.63288	5.72683	11.82295	7.86333	7.52022	0.00009	57.50429	48.67798	32.72637	53.51737	47.16423	53.23215	88.26194	41.05761	26.80506	58.60840	15.87774	18.48746
