ts	imei	mwra	c.dogalize	c.android.gm	c.android.youtube	c.android.chrome	c.katana	c.raider	c.android.vending	c.UCMobile.x86	c.updateassist	c.UCMobile.intl
2018-05-07 21:20:00	359043379931766759	0.00000	6.62691	8.24033	12.57437	10.96639	10.30233	57.76160	76.19642	97.59166	43.93578	65.53805
2018-05-07 21:21:00	863033069630348172	1.00000	9.23730	13.55367	11.88946	8.08991	11.51005	61.68887	77.68322	25.49591	22.23256	72.89046
2018-05-07 21:22:00	8630330696303481016	1.00000	15.66899	12.20532	11.90344	8.76576	9.61096	32.51073	80.71486	47.10029	92.49509	84.04535
2018-05-07 21:23:00	3590433799317661198	0.00000	5.29397	13.14974	10.74155	15.51239	12.29693	41.27472	95.61015	24.57770	16.95157	72.38764
2018-05-07 21:24:00	3590433799317662006	1.00000	8.91883	14.31989	11.91747	9.78485	8.70521	63.09518	5.75325	75.36418	65.26594	7.55602
2018-05-07 21:25:00	8630330696303481826	1.00000	11.19845	8.55623	10.61512	13.23655	8.41758	46.14185	34.58250	30.09330	29.90782	7.45953
2018-05-07 21:26:00	863033069630348453	0.00000	9.33312	15.07282	7.69873	14.40352	12.69113	43.59297	72.19733	3.86549	88.72368	62.85275
2018-05-07 21:27:00	863033069630348164	0.00000	4.13831	7.76694	13.31471	7.59724	14.75102	68.46874	95.28092	10.71321	46.22917	18.76547
2018-05-07 21:28:00	8630330696303481248	0.00000	8.01325	13.70205	9.63550	16.13719	12.67012	37.23388	52.19027	42.18713	29.97926	21.99296
2018-05-07 21:29:00	3590433799317661693	1.00000	12.33046	12.05614	10.94793	9.40715	9.33141	62.85402	37.14987	46.90923	1.40161	31.15747
2018-05-07 21:30:00	8630330696303481644	0.00000	12.10501	8.39941	15.07814	11.61137	10.57192	80.18317	24.77741	70.06190	29.67479	50.90967
2018-05-07 21:31:00	8630330696303481313	1.00000	9.35008	8.17483	13.49315	12.05218	7.29000	48.28996	89.89736	13.70199	11.76260	90.16844
2018-05-07 21:32:00	3590433799317662105	0.00000	7.82376	10.16062	11.75320	9.15631	9.86416	47.34240	54.96975	46.99909	75.44405	25.32134
2018-05-07 21:33:00	863033069630348768	0.00000	10.60508	7.27202	14.16815	8.76408	13.80511	44.28289	49.28803	20.42083	54.60199	70.11620
2018-05-07 21:34:00	863033069630348743	1.00000	8.15007	9.79607	14.64503	15.22659	10.26953	34.98941	74.01946	68.48216	3.01496	27.91802
2018-05-07 21:35:00	359043379931766700	0.00000	15.25731	14.30668	3.80064	9.70950	14.77469	50.38659	44.76481	82.73106	88.42102	92.38309
2018-05-07 21:36:00	8630330696303481222	0.00000	13.34414	10.84550	13.03408	9.33297	9.99024	35.55078	84.63676	81.98111	15.03479	82.21903
2018-05-07 21:37:00	8630330696303482402	0.00000	10.39884	9.00095	13.68406	10.41782	10.77926	76.54964	38.20994	35.56233	95.34187	67.07394
2018-05-07 21:38:00	3590433799317662030	1.00000	13.51240	16.26071	13.72588	7.58308	10.61902	65.86727	99.88689	70.46632	14.94766	92.95994
2018-05-07 21:39:00	3590433799317661016	1.00000	14.31323	17.41039	13.04912	7.58369	11.92487	61.25519	22.97988	95.05819	34.94427	94.81843
2018-05-07 21:40:00	863033069630348321	1.00000	7.51813	6.57543	14.66883	15.57357	4.65799	33.71034	44.68467	47.33864	31.07607	4.11903
2018-05-07 21:41:00	863033069630348255	1.00000	7.39555	9.32358	10.94508	14.80722	7.73353	55.30527	69.39945	0.86576	14.52357	82.34281
2018-05-07 21:42:00	863033069630348206	1.00000	6.48976	6.85903	13.76538	12.61775	8.46337	55.85588	29.27492	76.24751	89.40022	76.93345
2018-05-07 21:43:00	359043379931766437	0.00000	5.97483	13.04730	8.58557	14.72516	10.59429	61.37372	84.28621	68.45140	74.27950	69.90069
2018-05-07 21:44:00	3590433799317661552	0.00000	7.76812	13.33608	7.36680	11.25120	13.92712	61.14634	98.03139	49.86189	22.15333	65.16106
2018-05-07 21:45:00	359043379931766932	1.00000	10.89500	11.42422	6.56390	9.17711	15.06411	31.91249	26.71279	57.08967	76.16927	93.31186
2018-05-07 21:46:00	8630330696303482246	1.00000	7.06914	9.63387	13.74200	12.37639	9.18476	56.84092	61.18571	56.65293	78.04130	29.83386
2018-05-07 21:47:00	3590433799317662436	0.00000	9.76163	10.23281	11.83770	7.37386	9.70085	44.61503	70.68662	45.03668	26.60113	16.50111
2018-05-07 21:48:00	3590433799317662451	0.00000	8.68553	6.80971	14.50762	7.76667	10.55982	65.68757	0.98669	39.73926	3.83641	34.55220
2018-05-07 21:49:00	863033069630348669	1.00000	5.74053	9.89797	12.30429	11.65013	8.82542	39.95597	4.46724	95.10453	24.78575	88.73477
2018-05-07 21:50:00	359043379931766916	1.00000	19.80341	15.15100	15.19153	11.06664	3.67850	40.81374	62.45666	34.56013	81.44303	33.47305
2018-05-07 21:51:00	3590433799317661313	1.00000	7.59824	7.72959	13.32937	18.22482	6.98456	44.61563	68.26339	86.21690	13.37198	13.86785
2018-05-07 21:52:00	359043379931766031	1.00000	9.68646	11.02291	9.97223	12.20467	8.86494	42.71057	3.41978	71.90833	8.89233	31.63542
2018-05-07 21:53:00	8630330696303481123	1.00000	11.57431	8.64088	14.33088	8.07487	11.08479	48.74732	36.54802	42.91577	95.07307	31.24265
2018-05-07 21:54:00	8630330696303482188	1.00000	12.55568	12.68252	12.95375	9.31757	11.45126	35.11895	55.25293	18.05824	62.98353	77.98516
2018-05-07 21:55:00	3590433799317661834	0.00000	6.56462	9.81110	11.48967	7.69664	15.27359	51.64049	74.83918	19.90791	80.30473	12.35789
2018-05-07 21:56:00	359043379931766809	1.00000	10.57282	11.62518	12.73627	9.06697	1.79620	48.93160	94.41745	88.85808	83.36088	15.31981
2018-05-07 21:57:00	8630330696303481032	1.00000	14.07969	13.36503	13.23361	10.78256	7.13733	46.29176	2.89396	0.90055	61.23945	72.62016
2018-05-07 21:58:00	8630330696303482378	0.00000	5.58208	7.53680	10.93743	14.33375	14.13325	41.03082	43.75561	20.46082	50.11394	1.26449
2018-05-07 21:59:00	8630330696303481677	1.00000	12.54613	12.36825	10.34147	6.90690	12.11415	70.62643	15.40598	88.15320	78.86633	23.69932
2018-05-07 22:00:00	359043379931766353	1.00000	13.07848	11.44888	11.68199	9.03158	7.35530	20.51089	43.43852	70.22996	59.56478	42.25823
2018-05-07 22:01:00	863033069630348065	1.00000	8.26627	7.03933	18.63872	15.60819	7.56500	51.72742	31.82519	46.73274	45.68122	73.70907
2018-05-07 22:02:00	863033069630348099	1.00000	10.83979	8.76257	10.95617	11.11222	9.29293	28.27879	13.24277	72.90402	53.90788	40.20655
2018-05-07 22:03:00	863033069630348545	1.00000	11.03017	11.60697	12.04488	8.67659	9.25508	29.18360	95.10878	57.06251	5.80573	70.77161
2018-05-07 22:04:00	3590433799317662352	0.00000	12.98660	10.90537	8.63475	8.00849	10.80886	51.65677	11.96824	67.39872	33.87465	3.98806
2018-05-07 22:05:00	3590433799317661792	1.00000	12.63197	10.29376	14.33282	10.23644	8.95141	47.54955	47.70182	30.52571	79.80001	15.02232
2018-05-07 22:06:00	359043379931766221	1.00000	9.86898	6.89599	13.46057	9.41906	11.18813	27.42375	57.03792	92.45633	30.19918	40.60710
2018-05-07 22:07:00	359043379931766585	1.00000	12.65354	13.09263	14.23328	10.75663	8.40541	53.06083	57.22496	86.00560	71.73637	77.05224
2018-05-07 22:08:00	8630330696303481149	1.00000	14.35988	10.87278	13.48293	5.10445	8.61192	60.56772	19.52635	89.10273	8.33873	67.24462
2018-05-07 22:09:00	8630330696303481131	1.00000	10.21556	11.21456	11.02665	11.82258	9.28974	33.19624	9.91578	88.26463	4.24290	94.22975
2018-05-07 22:10:00	8630330696303481297	1.00000	14.13619	10.66370	15.01330	10.88683	10.39260	59.28080	20.35677	2.51066	12.96057	31.10010
2018-05-07 22:11:00	8630330696303481172	1.00000	8.79874	8.21578	12.76417	12.62747	7.85952	61.72863	63.91749	25.59888	81.95174	92.59727
2018-05-07 22:12:00	8630330696303481768	0.00000	11.00396	11.73266	9.58738	11.01579	14.52654	48.92371	8.23289	26.35825	14.65572	16.86337
2018-05-07 22:13:00	8630330696303482410	1.00000	16.05513	9.72537	15.06757	7.34960	7.69278	33.39908	30.18454	46.46524	37.72169	10.58035
2018-05-07 22:14:00	359043379931766411	1.00000	11.00319	12.71203	13.50885	7.84518	11.32397	54.88439	27.02810	4.34247	23.78343	60.44754
2018-05-07 22:15:00	863033069630348180	1.00000	9.46260	9.60954	13.04015	11.29215	8.97866	35.44239	34.26834	19.58123	72.89066	37.88699
2018-05-07 22:16:00	3590433799317662014	1.00000	7.30776	10.59334	11.27515	12.55612	13.40511	43.60836	5.57236	97.52537	39.21114	30.43148
2018-05-07 22:17:00	863033069630348545	0.00000	10.05556	14.38677	6.77659	12.42605	12.95414	31.37573	72.40371	16.41256	96.21599	11.84116
2018-05-07 22:18:00	3590433799317661701	1.00000	8.87169	13.36011	9.75050	13.68984	14.00888	49.65634	73.35673	56.26031	65.12475	91.64684
2018-05-07 22:19:00	3590433799317661107	1.00000	11.57139	11.13518	13.66635	11.62355	9.99029	21.97240	0.00779	20.31042	45.48050	9.48177
2018-05-07 22:20:00	3590433799317662477	1.00000	17.08834	13.35551	13.17618	5.94787	11.20238	41.04057	22.21239	59.24477	57.98299	73.73656
2018-05-07 22:21:00	359043379931766056	0.00000	9.73551	13.98767	9.89437	14.47455	11.41866	67.13415	25.31427	57.20243	19.23574	45.08142
2018-05-07 22:22:00	359043379931766429	1.00000	9.52901	9.37273	11.64270	11.06795	6.96431	45.19362	28.08097	80.38723	43.20781	18.51010
2018-05-07 22:23:00	3590433799317662303	1.00000	11.87571	10.78751	11.83236	12.57924	9.35119	35.13942	13.26020	52.61668	86.81956	82.71801
2018-05-07 22:24:00	3590433799317662295	1.00000	9.20249	12.25373	12.02521	15.31959	9.19908	62.14306	60.04553	99.44682	75.92767	14.72960
2018-05-07 22:25:00	8630330696303481529	1.00000	11.29415	11.11336	13.45124	8.99908	10.61982	49.83524	3.65502	65.27868	29.36668	6.71571
2018-05-07 22:26:00	8630330696303481750	0.00000	9.15615	9.86322	13.95582	10.33355	13.19160	58.34692	40.21918	0.54977	67.93198	96.49228
2018-05-07 22:27:00	8630330696303481610	1.00000	8.22252	8.31592	12.58567	12.19384	6.94099	80.06453	8.43738	7.25839	0.20374	57.37899
2018-05-07 22:28:00	8630330696303481271	1.00000	10.57400	9.86244	14.38716	14.29884	7.96548	51.91012	28.44380	57.10487	21.09061	34.59490
2018-05-07 22:29:00	863033069630348735	1.00000	16.21317	8.99902	11.13267	7.98510	11.19793	40.55065	26.09841	61.12829	81.19186	52.62122
2018-05-07 22:30:00	863033069630348263	1.00000	8.22739	8.84976	14.39691	7.96644	14.81043	53.67891	62.43970	97.70195	13.62085	0.19444
2018-05-07 22:31:00	863033069630348198	0.00000	9.17014	9.91307	12.58004	8.43758	14.40136	63.03843	80.26115	76.50057	32.08239	28.70939
2018-05-07 22:32:00	3590433799317661214	1.00000	3.16081	7.23229	14.50683	10.75615	8.11386	54.84783	87.80899	51.19408	27.63551	76.31053
2018-05-07 22:33:00	863033069630348511	1.00000	8.35453	14.14244	8.25243	13.35857	11.61436	40.71867	64.84922	62.09562	86.78774	56.93096
2018-05-07 22:34:00	359043379931766387	1.00000	10.32288	9.11034	13.86923	12.11675	7.79178	59.46922	93.69754	68.14720	83.49018	73.97605
2018-05-07 22:35:00	3590433799317662014	0.00000	6.46945	5.35519	14.47211	9.59069	13.92551	49.51146	72.55874	36.78977	59.53235	51.60925
2018-05-07 22:36:00	8630330696303481610	1.00000	13.00162	9.57348	13.73159	10.71049	9.04077	51.47803	29.96022	21.78591	20.94191	96.57188
2018-05-07 22:37:00	3590433799317661701	1.00000	7.21213	14.01770	11.29085	10.25808	13.10330	73.40331	13.42168	74.01126	68.57535	14.97904
2018-05-07 22:38:00	3590433799317661370	1.00000	11.54380	9.00527	10.93117	11.83495	9.18815	38.31098	72.14675	53.35251	65.62737	25.66052
2018-05-07 22:39:00	8630330696303481941	0.00000	9.06152	6.18330	13.43014	18.30466	6.54569	51.06186	84.80159	6.56020	33.13624	73.62764
2018-05-07 22:40:00	863033069630348370	0.00000	7.88071	8.09425	13.97311	7.40497	12.42717	28.04761	0.52381	78.01172	28.66392	72.79285
2018-05-07 22:41:00	3590433799317661982	1.00000	10.83306	11.21882	13.90396	10.61669	10.10682	58.40072	27.06831	64.59989	66.72331	81.61812
2018-05-07 22:42:00	359043379931766908	0.00000	8.53691	7.74932	12.68290	10.44645	10.43146	67.98524	91.86282	88.98883	60.04155	51.83455
2018-05-07 22:43:00	359043379931766866	1.00000	9.53914	10.26208	11.85048	8.76925	12.28892	55.97503	45.17773	71.53286	38.24790	70.41926
2018-05-07 22:44:00	359043379931766288	1.00000	10.77450	8.10562	11.59137	8.86070	11.20783	51.07120	39.11002	67.01334	97.01440	85.40610
2018-05-07 22:45:00	8630330696303481289	1.00000	9.79401	11.25450	11.61262	13.07032	10.72325	32.44747	93.55087	57.15017	7.87580	77.96977
2018-05-07 22:46:00	3590433799317661123	1.00000	7.99676	7.63668	13.19207	14.81300	6.84389	57.56697	85.28818	89.49543	66.13110	18.04490
2018-05-07 22:47:00	3590433799317661289	1.00000	9.66744	14.08325	10.06355	6.71053	12.57700	61.10505	48.96587	11.80025	89.11218	26.60546
2018-05-07 22:48:00	863033069630348891	1.00000	13.76654	12.99620	10.28132	9.19350	8.43249	69.19612	12.09149	8.41117	69.27468	34.22502
2018-05-07 22:49:00	8630330696303482014	0.00000	10.64363	8.94203	15.09726	6.87310	12.07902	57.05007	32.31733	42.39417	95.93226	96.12550
2018-05-07 22:50:00	3590433799317661115	0.00000	9.89065	9.59969	12.56719	12.01343	13.38208	40.33189	59.56562	28.45793	82.51496	8.39974
2018-05-07 22:51:00	359043379931766288	1.00000	16.88629	11.10341	13.30730	12.27651	3.47656	30.08522	4.29579	25.90270	36.89800	12.36766
2018-05-07 22:52:00	8630330696303481792	1.00000	12.89834	10.01417	13.22753	7.72652	14.40789	40.30138	50.97727	8.59989	26.65832	31.36933
2018-05-07 22:53:00	3590433799317662238	1.00000	8.09273	8.14510	12.51424	12.32970	9.18242	33.31560	79.40836	87.15437	30.67838	84.08213
2018-05-07 22:54:00	8630330696303481313	0.00000	7.37569	8.10875	14.41108	10.34659	13.97925	37.89301	75.84323	2.80533	82.70634	40.72783
2018-05-07 22:55:00	8630330696303482097	1.00000	11.23699	11.80729	11.99990	10.25802	12.31103	46.34884	55.29421	3.76892	24.11339	94.12159
2018-05-07 22:56:00	359043379931766312	0.00000	9.62556	12.91357	8.60771	11.93900	12.05523	71.18138	96.70739	75.77578	94.71351	34.22134
2018-05-07 22:57:00	359043379931766296	1.00000	9.46572	12.92192	8.68053	13.84825	10.48795	10.78834	52.44337	0.91664	33.71017	93.45071
2018-05-07 22:58:00	3590433799317662139	1.00000	12.17601	8.87019	12.60697	12.33802	9.80174	57.09353	57.96726	88.54959	36.13659	96.80268
2018-05-07 22:59:00	3590433799317662279	0.00000	8.63205	11.05699	12.07558	8.45271	13.82242	53.45411	20.42298	72.86800	62.42324	57.28793
2018-05-07 23:00:00	863033069630348438	1.00000	11.63474	10.43347	12.53826	7.01568	11.95597	63.64531	32.57128	43.31632	23.55521	30.98655
2018-05-07 23:01:00	8630330696303481750	0.00000	12.53596	12.05302	9.60519	6.71095	14.88284	49.21828	32.35701	42.59467	10.65047	33.97463
2018-05-07 23:02:00	3590433799317661479	1.00000	6.52096	7.58672	12.59557	11.48072	11.17333	56.23303	2.55065	42.09125	42.05757	98.28071
2018-05-07 23:03:00	8630330696303482170	1.00000	9.95639	10.76808	9.29767	13.51306	8.98079	35.67934	65.90665	16.26117	39.52342	55.60468
2018-05-07 23:04:00	8630330696303481933	1.00000	11.31512	9.84365	11.26004	11.51218	10.40946	73.88501	18.45942	96.97388	58.91987	15.30100
2018-05-07 23:05:00	8630330696303482451	1.00000	9.80153	13.35937	9.43692	11.56274	9.51482	51.81535	35.54297	12.47900	44.11917	80.01955
2018-05-07 23:06:00	8630330696303481701	0.00000	11.53236	10.38368	17.05209	7.38591	11.62676	34.05678	73.22267	71.91578	88.65118	25.27083
2018-05-07 23:07:00	3590433799317661644	0.00000	10.57542	8.37500	15.06420	7.28531	10.82599	40.74012	52.62989	51.47698	2.66236	58.93721
2018-05-07 23:08:00	863033069630348289	0.00000	12.50467	11.90199	8.11425	11.42659	14.83703	47.79399	14.63619	28.47534	75.06279	16.94264
2018-05-07 23:09:00	863033069630348743	1.00000	8.54506	9.53253	11.33756	12.15538	10.98943	49.10024	7.39225	58.30368	91.14424	83.64794
2018-05-07 23:10:00	359043379931766676	0.00000	9.37790	11.16109	10.51714	9.08682	15.50399	57.18274	22.27146	37.94862	47.11030	30.97736
2018-05-07 23:11:00	359043379931766973	1.00000	15.47083	13.90545	12.43522	9.48735	10.06624	32.38991	53.15836	92.19854	62.40472	89.37936
2018-05-07 23:12:00	3590433799317661115	0.00000	8.31697	10.45762	10.92096	8.33011	11.48326	42.84472	16.42187	33.03627	78.21701	43.10852
2018-05-07 23:13:00	8630330696303481057	1.00000	9.00543	9.47778	12.89906	10.71338	9.66463	46.00508	10.02310	8.73209	11.57016	17.32319
2018-05-07 23:14:00	8630330696303481545	1.00000	11.15911	15.02504	11.84796	6.10581	11.19127	41.14914	75.84287	73.42163	79.71449	74.17634
2018-05-07 23:15:00	8630330696303481099	0.00000	7.69696	9.09041	9.64847	13.52671	13.34037	36.91183	79.93912	16.40098	27.50808	34.97298
2018-05-07 23:16:00	359043379931766353	1.00000	8.64776	8.27055	12.42426	15.97686	6.23512	23.16289	40.13537	87.19131	9.22803	43.91344
2018-05-07 23:17:00	8630330696303482444	1.00000	12.95592	13.48833	14.27194	8.45008	8.62291	55.47324	65.68874	41.98572	45.95646	79.51259
2018-05-07 23:18:00	863033069630348735	1.00000	9.83541	15.21513	13.62812	10.08663	8.02118	51.43267	4.81248	77.97286	90.42794	36.25796
2018-05-07 23:19:00	3590433799317661669	0.00000	5.62924	3.94099	15.03887	7.29253	12.99151	44.89648	69.13038	32.78521	1.35940	49.37919
2018-05-07 23:20:00	359043379931766668	0.00000	10.04799	12.95506	7.48207	11.29800	11.73403	51.65768	80.09681	90.79681	4.57009	54.39644
2018-05-07 23:21:00	863033069630348024	1.00000	11.91457	14.88556	12.52647	6.60601	10.28943	54.20275	88.18376	64.70013	36.55301	1.44260
2018-05-07 23:22:00	359043379931766585	0.00000	7.96522	10.41836	12.51539	6.63079	13.04290	69.45287	5.93163	20.26097	81.42927	18.76612
2018-05-07 23:23:00	863033069630348503	0.00000	9.01875	14.11060	8.08351	12.72019	9.22573	45.44373	61.15337	2.75018	49.78316	33.95526
2018-05-07 23:24:00	3590433799317662253	1.00000	9.43380	11.44740	13.22088	12.67857	10.33331	47.92919	27.82791	50.75411	77.34119	3.54294
2018-05-07 23:25:00	3590433799317662386	1.00000	6.08813	8.31292	15.33723	13.21708	8.18636	29.93211	14.22877	96.45596	16.47318	1.38961
2018-05-07 23:26:00	3590433799317662436	1.00000	15.87592	9.23710	10.73106	8.09897	6.72779	38.71067	9.43368	13.76251	50.88069	8.17651
2018-05-07 23:27:00	8630330696303481313	1.00000	14.35973	10.76179	12.15309	14.40117	7.30947	29.41109	21.26551	4.12868	23.06243	73.38814
2018-05-07 23:28:00	3590433799317662097	1.00000	13.14167	11.02530	12.67623	10.11167	6.85130	27.95764	35.27743	51.05457	45.40900	93.86688
2018-05-07 23:29:00	8630330696303482154	1.00000	7.90604	8.81428	13.49166	16.11730	5.75344	37.21331	40.06376	83.60063	36.70435	38.78136
2018-05-07 23:30:00	3590433799317661453	0.00000	8.12500	12.54108	6.19489	13.02842	13.76590	63.36415	14.74553	5.80980	33.25041	81.26342
2018-05-07 23:31:00	863033069630348016	1.00000	15.34957	11.00910	11.86468	5.98153	8.85191	42.67563	44.14146	65.23133	13.79278	83.91460
2018-05-07 23:32:00	359043379931766007	0.00000	9.23108	14.68993	9.53073	12.45186	12.60505	52.52450	90.31000	52.75069	12.65797	93.06313
2018-05-07 23:33:00	863033069630348131	1.00000	12.04325	18.02030	13.17990	7.82902	8.18685	30.38800	10.64734	85.47298	33.59859	25.13759
2018-05-07 23:34:00	8630330696303481081	0.00000	5.81647	11.44270	15.03938	17.52408	12.09025	64.24037	47.35628	33.03632	14.06986	19.51889
2018-05-07 23:35:00	863033069630348255	1.00000	6.46646	10.85624	12.24837	14.10029	10.30694	62.38314	98.25943	19.48774	12.48323	32.84859
2018-05-07 23:36:00	3590433799317661008	1.00000	15.27461	11.69946	13.80179	5.71510	13.99933	61.64967	54.61119	25.75941	39.04205	91.55894
2018-05-07 23:37:00	863033069630348685	0.00000	12.31495	12.59784	8.02264	12.22883	12.68134	23.30580	97.66828	56.36133	14.72710	29.36475
2018-05-07 23:38:00	8630330696303481545	1.00000	15.78644	12.59233	16.97709	8.39823	8.67683	90.68676	13.59331	51.00057	62.52840	87.24520
2018-05-07 23:39:00	3590433799317661180	0.00000	7.37159	8.39568	9.43898	12.44154	11.24588	52.23565	79.50377	4.54740	50.54363	64.98238
2018-05-07 23:40:00	8630330696303481867	1.00000	14.01507	11.82947	11.28776	9.66791	11.91550	35.99054	38.67064	54.79638	87.27686	99.18892
2018-05-07 23:41:00	8630330696303481677	1.00000	11.65889	9.26022	10.84536	10.67962	8.97680	42.90108	69.28068	3.23336	43.02288	84.56434
2018-05-07 23:42:00	3590433799317661396	0.00000	7.42072	6.73454	10.86785	11.48134	13.13787	56.70154	90.76856	92.44281	71.55063	62.93619
2018-05-07 23:43:00	359043379931766635	0.00000	10.75082	11.52789	10.44449	7.21546	9.76455	58.45224	30.49205	20.78894	65.33315	51.23818
2018-05-07 23:44:00	8630330696303481180	0.00000	9.05637	13.82401	12.67541	13.34418	13.37718	40.39945	94.99628	17.62789	77.06864	96.46095
2018-05-07 23:45:00	3590433799317661404	0.00000	9.76507	13.17964	6.47746	8.44635	13.50679	67.87035	51.06280	12.64500	63.40669	68.31955
2018-05-07 23:46:00	8630330696303481040	0.00000	8.85405	9.43454	11.99453	9.14284	13.52062	43.25184	30.46705	66.63330	17.69360	52.87390
2018-05-07 23:47:00	3590433799317661594	1.00000	13.29430	14.25893	13.15053	10.69697	11.74773	54.38247	55.01556	76.84257	55.65401	49.44471
2018-05-07 23:48:00	3590433799317661578	0.00000	7.77021	8.83827	10.21973	10.28290	11.32490	68.66304	9.20532	45.13350	68.86558	33.42149
2018-05-07 23:49:00	359043379931766304	0.00000	7.48115	13.78001	9.28280	14.64609	11.68305	60.78990	77.48806	56.56230	75.71019	12.63094
2018-05-07 23:50:00	8630330696303482436	0.00000	9.68117	11.20584	12.48648	7.52163	12.94417	60.21694	22.76180	86.43961	94.34210	58.90389
2018-05-07 23:51:00	863033069630348644	1.00000	6.74796	8.97111	12.43141	10.40198	10.67798	55.06436	86.96111	10.52925	88.40755	51.69935
2018-05-07 23:52:00	8630330696303481933	0.00000	9.66402	13.90664	9.49912	14.89460	11.15809	48.14787	56.61411	77.72348	44.42420	68.98863
2018-05-07 23:53:00	359043379931766460	1.00000	8.45220	6.66105	11.77453	11.94228	8.88989	52.50166	45.81097	71.32290	17.89981	55.14234
2018-05-07 23:54:00	863033069630348560	1.00000	6.34276	9.70999	14.39362	11.56191	9.56035	48.12829	25.43062	78.47861	27.63336	40.31843
2018-05-07 23:55:00	8630330696303482402	0.00000	8.80578	10.41959	9.70645	12.80172	13.20721	64.52850	73.60246	96.73083	92.15264	24.16526
2018-05-07 23:56:00	8630330696303481602	1.00000	11.76523	15.06378	12.13643	8.45326	11.43943	49.98542	36.35775	9.20791	75.11336	73.85391
2018-05-07 23:57:00	359043379931766338	1.00000	13.81730	12.39844	11.36968	5.10933	14.72431	69.31452	98.28863	1.70441	61.83881	72.98125
2018-05-07 23:58:00	8630330696303482162	1.00000	10.98181	10.35396	14.28954	8.94018	6.86771	58.64550	46.38888	55.98698	70.82320	32.44183
2018-05-07 23:59:00	359043379931766700	1.00000	12.82617	12.07036	13.13465	8.59249	8.66358	58.16955	51.10918	26.19446	31.44243	23.69488
2018-05-08 00:00:00	863033069630348578	1.00000	15.61328	15.36945	12.70295	5.85877	9.45303	38.40525	48.84799	61.47659	48.14633	52.52636
2018-05-08 00:01:00	3590433799317662188	0.00000	6.90010	11.84264	9.94986	14.04150	13.23418	28.60734	18.04748	29.58463	12.42745	89.26452
2018-05-08 00:02:00	3590433799317661008	1.00000	15.03112	11.12289	12.64970	9.04432	7.10776	45.71553	75.24901	54.83231	97.47714	84.12740
2018-05-08 00:03:00	8630330696303481883	0.00000	7.96499	8.51974	14.70151	10.91933	10.60742	48.36555	39.43167	33.67553	2.50013	47.07784
2018-05-08 00:04:00	863033069630348875	1.00000	8.98531	12.29893	11.04339	13.77942	13.30473	76.47252	37.63046	86.41001	6.96466	80.71030
2018-05-08 00:05:00	3590433799317661040	0.00000	7.76466	8.83535	10.85499	8.25917	14.92405	62.24476	3.37251	42.19978	76.77416	16.65142
2018-05-08 00:06:00	8630330696303481511	1.00000	12.36310	15.80307	13.74403	7.54533	12.01398	34.83128	25.18923	38.48569	99.18676	45.79524
2018-05-08 00:07:00	359043379931766478	0.00000	9.35735	13.17964	11.81446	12.38550	13.95042	40.57754	45.85401	49.98636	24.49392	6.38958
2018-05-08 00:08:00	359043379931766536	1.00000	9.09646	9.63937	12.91051	15.66025	9.29447	50.96396	55.78322	6.29233	41.05807	86.95171
2018-05-08 00:09:00	359043379931766973	1.00000	15.54195	13.86180	13.70038	9.89487	6.59119	48.44484	48.78315	95.28206	85.81820	89.41080
2018-05-08 00:10:00	863033069630348941	1.00000	10.79191	12.54739	11.70756	14.67141	9.68042	56.01324	57.60588	27.41144	54.99272	15.38126
2018-05-08 00:11:00	3590433799317661370	1.00000	8.57948	10.35831	14.16065	14.56102	12.00062	56.98222	55.83399	72.64497	1.12917	42.27631
2018-05-08 00:12:00	359043379931766262	1.00000	9.80278	10.30655	9.95330	10.19090	11.54274	30.05560	17.94759	93.99145	31.79501	41.11281
2018-05-08 00:13:00	3590433799317661123	1.00000	11.42515	9.55600	13.42111	10.11521	9.39761	58.61371	62.36795	40.36608	11.08178	92.18586
2018-05-08 00:14:00	3590433799317661859	1.00000	12.32792	10.09782	11.96164	12.98345	9.33111	72.86156	97.13664	83.70554	73.36056	65.78860
2018-05-08 00:15:00	8630330696303481792	0.00000	12.44018	13.10890	14.83204	10.26228	6.77536	51.92640	93.84283	68.04235	59.67093	22.60770
2018-05-08 00:16:00	863033069630348727	1.00000	12.32688	16.04133	11.22897	6.45843	12.95689	73.65306	99.94076	26.51036	16.20175	84.93520
2018-05-08 00:17:00	359043379931766262	1.00000	8.33824	12.36711	12.35399	12.94819	11.16290	52.92068	89.74012	17.38492	54.76615	51.70594
2018-05-08 00:18:00	8630330696303481131	1.00000	9.79060	8.74790	13.09149	8.69251	9.88073	53.55873	49.09092	19.19504	52.13761	76.29512
2018-05-08 00:19:00	863033069630348248	0.00000	8.14580	10.76790	13.21312	10.28047	9.32580	58.73603	5.72230	83.27534	44.01110	3.33111
2018-05-08 00:20:00	8630330696303481909	1.00000	12.93335	15.22922	9.96836	9.95320	8.94988	37.31121	17.38701	16.41974	4.03117	9.84976
2018-05-08 00:21:00	359043379931766502	0.00000	8.18967	11.57824	10.02962	13.94136	12.98699	48.26025	79.75541	59.97267	46.86858	32.35003
2018-05-08 00:22:00	3590433799317661883	1.00000	11.56140	13.20951	12.64928	11.95945	10.48302	56.15522	58.39428	84.70359	70.53742	8.44779
2018-05-08 00:23:00	863033069630348339	1.00000	12.00576	15.02904	11.90755	9.89784	13.11022	58.05708	99.79841	57.98674	95.90640	18.43845
